,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Total Gross,Actorinfluenceaverage,Actorinfluencemax,googletrends,Average Gross for each movie
3577,Rendition,2007,2250,USA,Drama,Rated,122,2007-10-19,English,6.8,9736045.0,40533.333333333336,48500.0,,
3578,Reno 911!: Miami,2007,2702,USA,Comedy,Rated,84,2007-02-23,English,5.9,20342161.0,39800.0,39800.0,,
3579,Renoir,2012,86,France,Biography,Rated,111,2013-03-29,French,6.5,2293798.0,0.0,0.0,,
3580,Reparation,2015,4,USA,Drama,Rated,105,2016-09-04,English,6.0,22267.0,0.0,0.0,,
3581,Repo Men,2010,2521,USA,Action,Rated,111,2010-03-19,English,6.3,13794835.0,40100.0,41800.0,,
3582,Requiem for the American Dream,2015,14,USA,Documentary,Rated,73,2016-01-29,English,8.1,130152.0,0.0,0.0,,
3583,Reservation Road,2007,39,USA,Crime,Rated,102,2007-10-19,English,6.7,121994.0,34700.0,38100.0,,
3584,Reset,2017,2,China,Action,Rated,105,2017-01-13,Mandarin,5.8,5454.0,0.0,0.0,,
3585,Resident Evil: Afterlife,2010,3209,Germany,Action,Rated,96,2010-09-10,English,5.9,60128566.0,33650.0,46100.0,,36800.0
3586,Resident Evil: Extinction,2007,2848,France,Action,Rated,94,2007-09-21,English,6.3,50648679.0,33650.0,46100.0,,
3587,Resident Evil: Retribution,2012,3016,Germany,Action,Rated,95,2012-09-14,English,5.4,42345531.0,72900.0,124600.0,,36800.0
3588,Resident Evil: The Final Chapter,2016,3104,UK,Action,Rated,107,2017-01-27,English,5.6,26830068.0,33650.0,46100.0,,36800.0
3589,Restitution,2011,1,USA,Crime,Rated,101,2011-10-28,English,3.7,2664.0,23100.0,23100.0,,
3590,Restless City,2011,3,USA,Drama,Rated,80,2012-04-27,English,6.1,8100.0,0.0,0.0,,
3591,Restless Creature: Wendy Whelan,2016,8,USA,Documentary,Rated,90,2017-05-23,English,7.9,147780.0,0.0,0.0,,
3592,Restored Me,2016,9,USA,Drama,Rated,135,2016-06-06,English,7.9,387450.0,0.0,0.0,,
3593,Restrepo,2010,52,USA,Documentary,Rated,93,2010-06-25,English,7.6,1330894.0,0.0,0.0,,
3594,Results,2015,21,USA,Comedy,Rated,105,2015-05-29,English,5.4,104507.0,36700.0,36700.0,,
3595,Resurrect Dead: The Mystery of the Toynbee Tiles,2011,1,USA,Documentary,Rated,86,2011-09-02,English,7.4,21242.0,0.0,0.0,,
3596,Resurrecting the Champ,2007,1605,USA,Drama,Rated,112,2007-08-24,English,6.7,3172573.0,53100.0,70500.0,,10000.0
3597,A Resurrection,2013,17,USA,Horror,Rated,89,2013-03-22,English,4.0,10730.0,57200.0,57200.0,,
3598,The Resurrection of Gavin Stone,2016,890,USA,Comedy,Rated,91,2017-01-20,English,6.2,2303792.0,0.0,0.0,,
3599,The Retrieval,2013,5,USA,Adventure,Rated,92,2014-03-14,English,6.6,50257.0,0.0,0.0,,
3600,Return to Nuke 'Em High Volume 1,2013,1,USA,Comedy,Unrated,85,2014-01-10,English,5.5,5122.0,0.0,0.0,,
3601,Return to the Hiding Place,2013,5,USA,Drama,Rated,102,2014-05-23,English,4.8,45405.0,0.0,0.0,,
3602,Reunion,2015,2,Finland,Comedy,Rated,88,2009-03-06,Finnish,5.3,8030.0,0.0,0.0,,
3603,Reuniting the Rubins,2010,4,UK,Comedy,Rated,97,2012-03-16,English,5.3,13569.0,0.0,0.0,,
3604,Revanche,2008,10,Austria,Crime,Unrated,121,2009-05-01,German,7.6,192451.0,0.0,0.0,,
3605,Revelation Road 2: The Sea of Glass and Fire,2013,5,USA,Action,Unrated,90,2013-07-12,English,5.3,4871.0,0.0,0.0,,
3606,Revelation: Dawn of Global Government,2016,2,USA,Documentary,Rated,106,2016-04-15,English,6.6,19107.0,0.0,0.0,,
3607,The Revenant,2015,3711,Hong Kong,Adventure,Rated,156,2015-12-25,English,8.0,183637894.0,88850.0,100700.0,,47800.0
3608,Revenge of the Electric Car,2011,11,USA,Documentary,Rated,90,2011-10-21,English,7.2,150886.0,31600.0,39800.0,,
3609,Revenge of the Green Dragons,2014,0,Hong Kong,Action,Rated,94,2014-10-24,English,5.3,0.0,0.0,0.0,,
3610,Revenge of the Mekons,2013,3,USA,Documentary,Unrated,95,2014-10-29,English,7.2,11861.0,0.0,0.0,,
3611,The Revisionaries,2012,5,USA,Documentary,Unrated,92,2012-10-05,English,7.0,22664.0,0.0,0.0,,
3612,Revolt,2017,0,UK,Action,Rated,87,2017-11-17,English,5.3,0.0,0.0,0.0,,
3613,Revolutionary Road,2008,1077,USA,Drama,Rated,119,2008-12-26,English,7.3,22911480.0,74000.0,100700.0,,119100.0
3614,Eva,2011,50,Spain,Drama,Rated,94,2015-03-13,Spanish,6.7,16738.0,0.0,0.0,,
3615,Eva Hesse,2016,7,USA,Documentary,Rated,108,2016-04-27,English,6.5,157481.0,0.0,0.0,,
3616,Evan Almighty,2007,3636,USA,Comedy,Rated,96,2007-06-22,English,5.4,100462298.0,83700.0,94600.0,,111600.0
3617,Evangelion: 1.0 You Are (Not) Alone,2007,6,Japan,Animation,Rated,98,2009-07-03,Japanese,7.8,107797.0,0.0,0.0,,
3618,Evangelion: 2.0 You Can (Not) Advance,2009,15,Japan,Animation,Rated,112,2011-01-21,Japanese,8.0,133640.0,0.0,0.0,,
3619,Evangelion: 3.0 You Can (Not) Redo,2012,82,Japan,Animation,Rated,96,2014-01-10,Japanese,7.0,174945.0,0.0,0.0,,
3620,Even the Rain,2010,27,Spain,Drama,Unrated,103,2011-02-18,Spanish,7.5,518017.0,0.0,0.0,,
3621,Evening,2007,979,USA,Drama,Rated,117,2007-06-29,English,6.6,12492481.0,25100.0,26200.0,,
3622,Evergreen: The Road to Legalization,2013,3,USA,Documentary,Rated,86,2014-06-13,English,7.3,2363.0,0.0,0.0,,
3623,Everlasting Moments,2008,30,Sweden,Biography,Unrated,131,2009-03-06,Swedish,7.5,610825.0,0.0,0.0,,
3624,Everly,2014,0,USA,Action,Rated,92,2015-02-27,English,5.1,0.0,49700.0,49700.0,,
3625,Every Day,2010,4,USA,Comedy,Rated,93,2011-01-14,English,5.7,46029.0,46466.66666666666,54600.0,,
3626,Every Last Child,2014,1,United Arab Emirates,Documentary,Rated,83,2015-06-03,Urdu,6.6,0.0,0.0,0.0,,
3627,Every Little Step,2008,70,USA,Documentary,Rated,96,2009-04-17,English,7.5,1725141.0,0.0,0.0,,590.0
3628,Every Secret Thing,2014,20,USA,Crime,Rated,93,2015-05-15,English,6.1,103536.0,61000.0,78100.0,,
3629,Every Thing Will Be Fine,2015,2,Germany,Drama,Unrated,118,2015-12-04,English,5.5,8034.0,55200.0,55200.0,,
3630,Everybody Loves Somebody,2017,333,Mexico,Comedy,Rated,102,2017-02-17,English,6.5,1915789.0,0.0,0.0,,
3631,Everybody Wants Some!!,2016,454,USA,Comedy,Rated,117,2016-03-30,English,7.0,3400278.0,28500.0,28500.0,,11300.0
3632,Everybody Wants to Be Italian,2007,98,USA,Comedy,Rated,105,2008-09-05,English,5.9,351416.0,0.0,0.0,,
3633,Everybody's Fine,2009,2141,USA,Adventure,Rated,99,2009-12-04,English,7.2,9208876.0,43350.0,44900.0,,36400.0
3634,Everyone Else,2009,5,Germany,Drama,Unrated,119,2010-04-09,German,6.7,102042.0,0.0,0.0,,
3635,Everything Must Go,2010,245,USA,Comedy,Rated,97,2011-05-13,English,6.4,2711643.0,53600.0,68500.0,,
3636,Everything's Cool,2007,2,USA,Documentary,Rated,89,2007-11-23,English,6.8,4890.0,0.0,0.0,,
3637,"Everything, Everything",2017,2801,USA,Drama,Rated,96,2017-05-19,English,6.4,34121140.0,0.0,0.0,,
3638,Evidence of a Haunting,2010,10,USA,Drama,Rated,80,2011-08-26,English,2.7,29904.0,0.0,0.0,,
3639,Evil Intent,2010,2,USA,Thriller,Rated,74,2013-06-29,English,6.9,10454.0,0.0,0.0,,
3640,Évocateur: The Morton Downey Jr. Movie,2012,5,USA,Documentary,Rated,90,2013-06-07,English,6.9,31313.0,0.0,0.0,,
3641,Evolution of a Criminal,2014,1,USA,Documentary,Rated,81,2014-10-10,English,6.9,3568.0,0.0,0.0,,
3642,Cracks,2009,6,UK,Drama,Rated,104,2011-03-18,English,6.7,29683.0,36050.0,47900.0,,
3643,Crank: High Voltage,2009,2223,USA,Action,Rated,96,2009-04-17,English,6.2,13684249.0,47200.0,47200.0,,28500.0
3644,The Crash,2017,0,USA,Crime,Rated,84,2017-01-13,English,4.9,0.0,57800.0,81500.0,,
3645,Crash Pad,2017,0,USA,Comedy,Rated,93,2017-10-27,English,5.7,0.0,53200.0,53200.0,,
3646,The Crazies,2010,2479,USA,Horror,Rated,101,2010-02-26,English,6.5,39123589.0,28300.0,31600.0,,
3647,Crazy Eyes,2012,2,USA,Comedy,Unrated,95,2012-07-06,English,4.0,6141.0,20100.0,20100.0,,
3648,Crazy Heart,2009,1361,USA,Drama,Rated,112,2009-12-16,English,7.3,39464306.0,33600.0,33600.0,,28500.0
3649,Crazy Horse,2011,14,USA,Documentary,Unrated,134,2012-01-18,French,6.4,157782.0,0.0,0.0,,
3650,Crazy Love,2007,38,USA,Documentary,Rated,92,2007-06-01,English,7.1,301027.0,0.0,0.0,,
3651,Crazy on the Outside,2010,75,USA,Comedy,Rated,96,2010-01-08,English,5.6,88335.0,68300.0,88100.0,,88.3
3652,Crazy Rich Asians,2015,0,USA,Comedy,Rated,0,2018-08-17,,,0.0,0.0,0.0,,
3653,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,2011,5,USA,Documentary,Unrated,86,2011-11-25,Tibetan,7.5,86202.0,0.0,0.0,,
3654,"Crazy, Stupid, Love.",2011,3020,USA,Comedy,Rated,118,2011-07-29,English,7.4,84351197.0,54766.66666666666,94600.0,,40800.0
3655,Creation,2009,12,UK,Biography,Rated,108,2010-01-22,English,6.7,341323.0,77900.0,77900.0,,
3656,Creative Control,2015,72,USA,Drama,Rated,97,2016-03-11,English,5.4,63014.0,0.0,0.0,,
3657,Creed,2015,3502,USA,Drama,Rated,133,2015-11-25,English,7.6,109767581.0,55300.0,58100.0,,62900.0
3658,Crime After Crime,2011,5,USA,Documentary,Unrated,95,2011-07-01,English,7.5,60291.0,0.0,0.0,,
3659,Crimson Peak,2015,2991,USA,Drama,Rated,119,2015-10-16,English,6.5,31090320.0,64133.33333333334,99900.0,,43700.0
3660,Crips and Bloods: Made in America,2008,4,USA,Documentary,Unrated,93,2009-01-23,English,6.9,70219.0,0.0,0.0,,
3661,The Croods,2013,4065,USA,Animation,Rated,98,2013-03-22,English,7.2,187168425.0,59100.0,82000.0,,108600.0
3662,Crooked Arrows,2012,327,USA,Drama,Rated,105,2012-05-18,English,6.0,1832541.0,67700.0,67700.0,,
3663,Cropsey,2009,4,USA,Documentary,Unrated,84,2010-06-04,English,6.4,52476.0,0.0,0.0,,
3664,Crossing Over,2009,42,USA,Crime,Rated,113,2009-02-27,English,6.8,455654.0,77650.0,118000.0,,3900.0
3665,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,0,China,Action,Rated,96,2016-02-26,English,6.1,0.0,56100.0,61900.0,,
3666,Crown Heights,2017,91,USA,Biography,Rated,94,2017-08-18,English,5.9,238558.0,0.0,0.0,,
3667,Crude,2009,7,USA,Documentary,Unrated,105,2009-09-09,English,7.5,170295.0,0.0,0.0,,
3668,Crystal Fairy & the Magical Cactus,2013,20,Chile,Adventure,Unrated,98,2013-07-12,English,5.8,202370.0,50900.0,50900.0,,328.0
3669,It,2017,4148,USA,Drama,Rated,135,2017-09-08,English,7.8,326184834.0,0.0,0.0,,
3670,It Comes at Night,2017,2533,USA,Horror,Rated,91,2017-06-09,English,6.2,13985117.0,0.0,0.0,,
3671,It Felt Like Love,2013,3,USA,Drama,Unrated,82,2014-03-21,English,5.5,33817.0,0.0,0.0,,
3672,It Follows,2014,1655,USA,Horror,Rated,100,2015-03-13,English,6.9,14674076.0,0.0,0.0,,
3673,It Might Get Loud,2008,75,USA,Documentary,Rated,98,2009-08-14,English,7.7,1610163.0,0.0,0.0,,7200.0
3674,It's a Disaster,2012,13,USA,Comedy,Rated,88,2013-04-12,English,6.5,60818.0,0.0,0.0,,
3675,It's a Wonderful Afterlife,2010,21,UK,Comedy,Rated,100,2010-10-08,English,5.4,0.0,0.0,0.0,,
3676,It's Complicated,2009,2955,USA,Comedy,Rated,120,2009-12-25,English,6.6,112735375.0,44266.66666666666,48300.0,,104300.0
3677,It's Kind of a Funny Story,2010,757,USA,Comedy,Rated,101,2010-10-08,English,7.1,6363628.0,0.0,0.0,,2500.0
3678,It's Not Yet Dark,2016,2,Ireland,Documentary,Rated,81,2017-08-04,English,7.8,1227.0,38600.0,38600.0,,
3679,Itty Bitty Titty Committee,2007,2,USA,Comedy,Unrated,87,2007-09-28,English,5.6,18445.0,0.0,0.0,,
3680,Ivory Tower,2014,12,USA,Documentary,Rated,90,2014-06-13,English,7.0,106771.0,0.0,0.0,,
3681,Mubarakan,2017,128,India,Comedy,Rated,156,2017-07-28,Hindi,5.5,757057.0,0.0,0.0,,
3682,Mud,2012,960,USA,Drama,Rated,130,2013-04-26,English,7.4,21590086.0,41200.0,50700.0,,7000.0
3683,Mugabe and the White African,2009,1,UK,Documentary,Rated,90,2010-07-23,English,7.8,7924.0,0.0,0.0,,
3684,Mugamoodi,2012,21,India,Action,Unrated,150,2012-08-31,Tamil,5.0,100809.0,0.0,0.0,,
3685,Mully,2015,738,USA,Documentary,Rated,81,2017-10-03,English,9.2,1489771.0,0.0,0.0,,
3686,Multiple Sarcasms,2010,15,USA,Drama,Rated,97,2010-05-07,English,4.8,29731.0,0.0,0.0,,
3687,Mumbai Meri Jaan,2008,8,India,Drama,Rated,134,2008-08-22,Hindi,7.8,16407.0,152700.0,152700.0,,
3688,Mumia: Long Distance Revolutionary,2012,4,USA,Documentary,Rated,120,2013-02-01,English,7.9,37731.0,0.0,0.0,,
3689,"Mummy, I'm A Zombie",2014,0,,Animation,Rated,82,2014-09-20,Catalan,5.3,120.0,0.0,0.0,,
3690,The Mummy: Tomb of the Dragon Emperor,2008,3778,USA,Action,Rated,112,2008-08-01,English,5.2,102491776.0,38900.0,45700.0,,53200.0
3691,Munger Road,2011,32,USA,Horror,Rated,86,2011-09-30,English,4.5,266689.0,0.0,0.0,,
3692,Munna Michael,2017,75,India,Action,Rated,140,2017-07-21,Hindi,3.3,99629.0,0.0,0.0,,
3693,The Muppets,2011,3440,USA,Adventure,Rated,103,2011-11-23,English,7.1,88631237.0,61866.66666666666,75900.0,,
3694,Muppets Most Wanted,2014,3194,USA,Adventure,Rated,107,2014-03-21,English,6.4,51183113.0,59766.66666666666,76500.0,,
3695,Muran,2011,10,India,Action,Rated,103,2011-09-30,Tamil,6.5,30116.0,0.0,0.0,,
3696,Murder 2,2011,26,India,Action,Rated,127,2011-07-08,Hindi,6.2,59472.0,0.0,0.0,,
3697,Murder 3,2013,12,India,Thriller,Unrated,124,2013-02-14,Hindi,4.8,0.0,0.0,0.0,,
3698,A Murder in the Park,2014,3,USA,Documentary,Rated,91,2015-06-26,English,7.3,12088.0,0.0,0.0,,
3699,Murder.com,2013,2,USA,Crime,Rated,0,2008-07-11,English,,2070.0,0.0,0.0,,
3700,Muscle Shoals,2013,56,USA,Documentary,Rated,111,2013-09-27,English,7.7,696241.0,0.0,0.0,,
3701,Museum Hours,2012,19,Austria,Drama,Rated,107,2013-06-28,English,6.9,561457.0,0.0,0.0,,
3702,Music and Lyrics,2007,2955,USA,Comedy,Rated,96,2007-02-14,English,6.5,50572589.0,33200.0,33200.0,,
3703,The Music Never Stopped,2011,33,USA,Drama,Rated,105,2011-03-18,English,7.6,258223.0,0.0,0.0,,
3704,The Music of Strangers,2015,82,USA,Documentary,Rated,96,2016-06-10,English,7.7,1176781.0,0.0,0.0,,
3705,Music Within,2007,18,USA,Biography,Rated,94,2007-10-26,English,7.4,154087.0,0.0,0.0,,
3706,Musical Chairs,2011,12,USA,Drama,Rated,102,2012-03-23,English,4.9,31478.0,0.0,0.0,,
3707,Mustang,2015,57,France,Drama,Rated,97,2015-11-20,Turkish,7.7,845464.0,0.0,0.0,,
3708,"As Above, So Below",2014,2650,USA,Horror,Rated,93,2014-08-29,English,6.2,21321100.0,0.0,0.0,,28500.0
3709,As Cool as I Am,2013,1,USA,Comedy,Rated,92,2013-06-07,English,5.9,3234.0,54450.0,57700.0,,
3710,As Good as Dead,2010,1,USA,Crime,Rated,100,2010-10-08,English,5.2,1981.0,43300.0,43300.0,,
3711,As I AM: The Life and Times of DJ AM,2015,0,USA,Documentary,Rated,109,2016-05-27,English,7.0,0.0,0.0,0.0,,
3712,As I Lay Dying,2013,2,USA,Drama,Rated,110,2013-10-11,English,5.4,16697.0,55200.0,55200.0,,3900.0
3713,As I Open My Eyes,2015,5,Tunisia,Drama,Unrated,102,2016-09-08,Arabic,6.8,30989.0,0.0,0.0,,
3714,Ashby,2015,15,USA,Comedy,Rated,100,2015-09-25,English,6.4,4631.0,25450.0,27500.0,,
3715,The Assassin,2015,53,Taiwan,Action,Unrated,105,2015-10-16,Mandarin,6.4,632542.0,0.0,0.0,,
3716,Assassin's Creed,2016,2996,USA,Action,Rated,115,2016-12-21,English,5.9,54647948.0,51500.0,59200.0,,
3717,The Assassination of Jesse James by the Coward Robert Ford,2007,301,USA,Biography,Rated,160,2007-09-21,English,7.5,3909149.0,64800.0,64800.0,,6400.0
3718,Assaulted: Civil Rights Under Fire,2013,17,USA,Documentary,Rated,79,2013-06-20,English,7.7,6905.0,0.0,0.0,,
3719,Astro Boy,2009,3020,Hong Kong,Animation,Rated,94,2009-10-23,English,6.3,19551067.0,45450.0,45900.0,,41300.0
3720,Asura: The City of Madness,2016,28,South Korea,Action,Rated,136,2016-10-07,Korean,6.6,175702.0,0.0,0.0,,
3721,At Any Price,2012,81,USA,Drama,Rated,105,2013-04-24,English,5.7,380594.0,31300.0,31300.0,,
3722,At Berkeley,2013,6,USA,Documentary,Rated,244,2013-11-08,English,7.2,31736.0,0.0,0.0,,
3723,At Middleton,2013,20,USA,Comedy,Rated,99,2014-01-31,English,6.5,53837.0,32400.0,32400.0,,
3724,Atlas Shrugged: Part I,2011,465,USA,Drama,Rated,97,2011-04-15,English,5.7,4627375.0,22100.0,22100.0,,
3725,ATM,2012,2,USA,Horror,Rated,90,2012-04-06,English,4.7,3010.0,37800.0,37800.0,,
3726,Atomic Blonde,2017,3326,Germany,Action,Rated,115,2017-07-28,English,6.9,51573925.0,48650.0,51400.0,,47300.0
3727,Atonement,2007,1400,UK,Drama,Rated,123,2007-12-07,English,7.8,50927067.0,20800.0,20800.0,,33900.0
3728,The Attack,2012,55,Lebanon,Drama,Rated,102,2013-06-21,Arabic,7.1,1720325.0,0.0,0.0,,
3729,Attack on Titan: Part 1,2015,290,Japan,Action,Unrated,98,2015-09-30,Japanese,5.1,449523.0,0.0,0.0,,
3730,Attack on Titan: Part 2,2015,230,Japan,Action,Rated,87,2015-10-20,Japanese,4.8,305934.0,0.0,0.0,,
3731,Attack the Block,2011,66,UK,Action,Rated,88,2011-07-29,English,6.6,1024175.0,243700.0,243700.0,,1000.0
3732,The Attacks of 26/11,2013,51,India,Crime,Unrated,116,2013-03-01,Hindi,6.8,248346.0,0.0,0.0,,
3733,Attenberg,2010,2,Greece,Drama,Unrated,95,2012-03-09,Greek,6.2,24036.0,0.0,0.0,,
3734,The Attorney,2013,27,South Korea,Drama,Rated,127,2014-02-07,Korean,7.8,557236.0,0.0,0.0,,
3735,By the Sea,2015,142,France,Drama,Rated,122,2015-11-13,English,5.2,538460.0,66450.0,68100.0,,38800.0
3736,The Bye Bye Man,2017,2220,USA,Horror,Rated,97,2017-01-13,English,4.3,22395806.0,0.0,0.0,,
3737,Byzantium,2012,13,UK,Drama,Rated,118,2013-06-28,English,6.5,89237.0,30300.0,39800.0,,17200.0
3738,Moana,2016,3875,USA,Animation,Rated,107,2016-11-23,English,7.6,248757044.0,108000.0,108000.0,,
3739,The Model,2016,0,Denmark,Drama,Unrated,105,2016-08-12,English,5.8,0.0,0.0,0.0,,
3740,Moebius,2013,1,South Korea,Drama,Unrated,89,2014-08-01,None,6.5,2340.0,0.0,0.0,,
3741,Mohenjo Daro,2016,246,India,Action,Rated,155,2016-08-12,Hindi,5.9,1264339.0,0.0,0.0,,
3742,Mojave,2015,26,USA,Thriller,Rated,93,2016-01-22,English,5.2,8253.0,46000.0,46000.0,,12.2
3743,Mojin - The Lost Legend,2015,27,China,Action,Unrated,127,2015-12-18,Chinese,6.0,1243810.0,0.0,0.0,,
3744,Moka,2016,18,Switzerland,Drama,Rated,89,2017-06-14,French,6.3,129547.0,0.0,0.0,,
3745,Molly's Game,2017,0,USA,Biography,Rated,140,2017-12-25,English,6.6,0.0,68900.0,90400.0,,14200.0
3746,The Moment,2013,0,USA,Thriller,Unrated,90,2014-06-06,English,5.0,0.0,0.0,0.0,,
3747,Momentum,2015,0,South Africa,Action,Unrated,96,2015-10-16,English,5.5,0.0,45566.66666666666,72800.0,,
3748,Momma's Man,2008,9,USA,Comedy,Rated,94,2008-08-22,English,6.1,100435.0,0.0,0.0,,378.0
3749,Mommy,2014,83,Canada,Drama,Rated,139,2014-09-19,French,8.1,3494070.0,0.0,0.0,,1800.0
3750,Moms' Night Out,2014,1046,USA,Comedy,Rated,98,2014-05-09,English,5.4,10429707.0,0.0,0.0,,10100.0
3751,Money for Nothing: Inside the Federal Reserve,2013,5,USA,Documentary,Unrated,104,2013-09-06,English,7.5,88045.0,35000.0,35000.0,,
3752,Money Monster,2016,3104,USA,Crime,Rated,98,2016-05-13,English,6.5,41012075.0,62900.0,64700.0,,21100.0
3753,Moneyball,2011,3018,USA,Biography,Rated,133,2011-09-23,English,7.6,75605492.0,72233.33333333331,90300.0,,38800.0
3754,Mongol: The Rise of Genghis Khan,2007,253,Russia,Adventure,Rated,126,2008-06-06,Mongolian,7.3,5705761.0,0.0,0.0,,
3755,The Monk,2011,11,Spain,Drama,Rated,101,2013-03-08,French,5.8,13472.0,0.0,0.0,,
3756,Monk with a Camera,2014,4,USA,Documentary,Unrated,90,2014-11-21,English,6.8,45938.0,0.0,0.0,,
3757,Monkey Kingdom,2015,2012,USA,Documentary,Rated,81,2015-04-17,English,7.3,16432322.0,58300.0,58300.0,,
3758,Monkey Up,2016,48,Canada,Comedy,Rated,83,2016-01-22,English,4.4,0.0,0.0,0.0,,
3759,Monogamy,2010,5,USA,Drama,Unrated,96,2011-03-11,English,5.1,21527.0,22400.0,32500.0,,
3760,Monster Beach Party,2009,8,USA,Comedy,Rated,79,2009-04-10,English,7.1,112791.0,0.0,0.0,,
3761,A Monster Calls,2016,1523,UK,Drama,Rated,108,2016-12-23,English,7.5,3740823.0,46500.0,48500.0,,10000.0
3762,Monster Hunt,2015,45,China,Animation,Rated,117,2016-01-22,Mandarin,6.2,32766.0,0.0,0.0,,
3763,Monster Trucks,2016,3119,USA,Action,Rated,104,2017-01-13,English,5.7,33370166.0,0.0,0.0,,111400.0
3764,A Monster with a Thousand Heads,2015,5,Mexico,Drama,Unrated,74,2016-05-11,Spanish,6.5,24852.0,0.0,0.0,,
3765,Monsters,2010,25,UK,Drama,Rated,94,2010-10-29,English,6.4,237301.0,0.0,0.0,,244400.0
3766,Monsters University,2013,4004,USA,Animation,Rated,104,2013-06-21,English,7.3,268492764.0,63650.0,71500.0,,268500.0
3767,Monsters: Dark Continent,2014,0,UK,Drama,Rated,119,2015-04-17,English,4.3,0.0,0.0,0.0,,
3768,Monte Carlo,2011,2473,Hungary,Adventure,Rated,109,2011-07-01,English,5.8,23186769.0,40000.0,56000.0,,27900.0
3769,Monumental: In Search of America's National Treasure,2012,27,USA,Documentary,Rated,90,2012-03-30,English,5.0,177729.0,0.0,0.0,,
3770,The Monuments Men,2014,3083,USA,Drama,Rated,118,2014-02-07,English,6.1,78031620.0,62000.0,77100.0,,34000.0
3771,Mood Indigo,2013,37,France,Comedy,Unrated,94,2014-07-18,French,6.5,303187.0,0.0,0.0,,13500.0
3772,Moon,2009,252,UK,Drama,Rated,97,2009-06-12,English,7.9,5010163.0,35100.0,39200.0,,35700.0
3773,Moondance Alexander,2007,14,USA,Drama,Rated,94,2007-10-19,English,6.3,37895.0,0.0,0.0,,
3774,Moonrise Kingdom,2012,924,USA,Adventure,Rated,94,2012-05-25,English,7.8,45512466.0,47966.66666666666,53200.0,,29000.0
3775,Moonwalkers,2015,0,France,Comedy,Rated,107,2016-01-15,English,6.1,0.0,112450.0,183900.0,,
3776,Mooz-Lum,2010,21,USA,Drama,Rated,99,2011-02-11,English,6.7,369129.0,36200.0,36200.0,,
3777,More Than a Game,2008,111,USA,Documentary,Rated,105,2009-10-02,English,7.7,950675.0,0.0,0.0,,
3778,More Than Honey,2012,7,Switzerland,Documentary,Unrated,95,2013-06-12,German,7.6,79772.0,0.0,0.0,,
3779,More Than the Rainbow,2012,1,USA,Documentary,Unrated,82,2014-05-02,English,7.9,1677.0,0.0,0.0,,
3780,Morgan,2016,2020,USA,Action,Rated,92,2016-09-02,English,5.8,3915251.0,32200.000000000004,32200.000000000004,,
3781,Morning Glory,2010,2544,USA,Comedy,Rated,107,2010-11-10,English,6.5,31011732.0,67700.0,67700.0,,
3782,Morning Light,2008,55,USA,Documentary,Rated,97,2008-10-17,English,6.0,275497.0,0.0,0.0,,
3783,Morris from America,2016,20,Germany,Comedy,Rated,91,2016-08-19,German,6.2,91151.0,0.0,0.0,,
3784,The Mortal Instruments: City of Bones,2013,3118,USA,Action,Rated,130,2013-08-21,English,5.9,31165421.0,45900.0,45900.0,,59600.0
3785,Mortdecai,2015,2648,UK,Action,Rated,107,2015-01-23,English,5.5,7696134.0,70166.66666666669,77900.0,,19000.0
3786,Moscow Never Sleeps,2015,6,Russia,Drama,Rated,100,2017-06-19,Russian,5.7,25306.0,0.0,0.0,,
3787,"Moscow, Belgium",2008,0,Belgium,Comedy,Rated,102,2008-12-19,Flemish,7.2,0.0,0.0,0.0,,
3788,Mosquita y Mari,2012,1,USA,Drama,Unrated,85,2012-08-03,Spanish,6.2,8614.0,0.0,0.0,,
3789,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,12,USA,Documentary,Rated,92,2010-01-29,English,7.8,453650.0,0.0,0.0,,
3790,A Most Violent Year,2014,818,USA,Crime,Rated,125,2014-12-31,English,7.0,5749134.0,70150.0,79200.0,,5800.0
3791,A Most Wanted Man,2014,801,UK,Crime,Rated,122,2014-07-25,English,6.8,17237855.0,61600.0,61600.0,,17900.0
3792,The Moth Diaries,2011,2,Canada,Drama,Rated,82,2012-04-20,English,4.9,3838.0,0.0,0.0,,
3793,Mother and Child,2009,119,USA,Drama,Rated,125,2010-05-07,English,7.2,1110509.0,22500.0,22500.0,,
3794,Mother of George,2013,8,USA,Drama,Rated,107,2013-09-13,English,6.4,157937.0,0.0,0.0,,
3795,Mother of Tears,2007,7,Italy,Horror,Rated,102,2008-06-06,English,5.1,58669.0,0.0,0.0,,
3796,Mother!,2017,2368,USA,Drama,Rated,121,2017-09-15,English,7.1,17800004.0,69533.33333333331,130900.0,,38500.0
3797,A Mother's Courage: Talking Back to Autism,2009,2,Iceland,Documentary,Rated,103,2010-09-24,English,7.5,1916.0,0.0,0.0,,
3798,Mother's Day,2016,3291,USA,Comedy,Rated,118,2016-04-29,English,5.6,32492859.0,41200.0,50800.0,,56900.0
3799,Motherhood,2009,48,USA,Comedy,Rated,90,2009-10-23,English,4.7,93388.0,25000.0,25000.0,,
3800,The Mountain Between Us,2017,3259,USA,Action,Rated,112,2017-10-06,English,6.3,29270921.0,68850.0,90400.0,,
