,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Total Gross,Actorinfluenceaverage,Actorinfluencemax,googletrends,Average Gross for each movie
210,Mission: Impossible - Rogue Nation,2015,3988,China,Action,Rated,131,2015-07-31,English,7.4,195042377.0,114100.0,131000.0,0.0,93700.0
211,Missionary,2013,10,USA,Drama,Rated,90,2014-10-31,English,5.2,2120.0,0.0,0.0,719.0,
212,Mississippi Grind,2015,46,USA,Comedy,Rated,108,2015-09-25,English,6.3,130541.0,0.0,0.0,1496.0,2500.0
213,The Mist,2007,2423,USA,Horror,Rated,126,2007-11-21,English,7.2,25594957.0,12300.0,12300.0,1432.0,54600.0
214,Mistaken for Strangers,2013,9,USA,Documentary,Unrated,75,2014-03-28,English,7.3,138991.0,0.0,0.0,620.0,
215,Mister Lonely,2007,8,UK,Comedy,Unrated,112,2008-05-02,English,6.4,167396.0,59100.0,59100.0,496.0,
216,Mistress America,2015,512,USA,Comedy,Rated,84,2015-08-14,English,6.7,2500431.0,9200.0,9200.0,598.0,3200.0
217,The Sea of Trees,2015,101,USA,Drama,Rated,110,2016-08-26,English,5.9,20444.0,50700.0,50700.0,290.0,18000.0
218,Sea Rex 3D: Journey to a Prehistoric World,2010,14,UK,Documentary,Rated,41,2010-05-28,English,6.9,6096582.0,0.0,0.0,0.0,
219,Search Engines,2016,6,USA,Comedy,Rated,98,2016-10-14,English,4.5,19033.0,0.0,0.0,539.0,
220,The Search for General Tso,2014,13,USA,Documentary,Unrated,71,2015-01-02,English,6.9,54275.0,0.0,0.0,490.0,
221,Search Party,2014,10,USA,Adventure,Rated,93,2016-05-13,English,5.6,4571.0,0.0,0.0,1135.0,
222,Searching for Sugar Man,2012,157,Sweden,Documentary,Rated,86,2012-07-27,English,8.2,3696196.0,0.0,0.0,792.0,
223,Season of the Witch,2011,2827,USA,Action,Rated,95,2011-01-07,English,5.4,24827228.0,41600.0,42200.0,674.0,41800.0
224,Seasons,2015,22,France,Documentary,Rated,97,2016-11-25,French,7.2,150092.0,0.0,0.0,1809.0,
225,The Seasons in Quincy: Four Portraits of John Berger,2016,2,UK,Documentary,Rated,90,2016-08-31,English,7.2,28456.0,38800.0,38800.0,0.0,
226,Seasons of Gray,2013,24,USA,Drama,Rated,90,2013-10-18,English,6.4,70605.0,0.0,0.0,676.0,
227,The Second Best Exotic Marigold Hotel,2015,2022,UK,Comedy,Rated,122,2015-03-06,English,6.6,33078266.0,42200.0,55000.0,615.0,23400.0
228,The Second Mother,2015,223,Brazil,Comedy,Rated,112,2015-08-28,Portuguese,7.8,376986.0,0.0,0.0,809.0,
229,A Secret,2007,11,France,Drama,Unrated,105,2008-09-05,French,6.9,623558.0,0.0,0.0,473.0,
230,The Secret Disco Revolution,2012,0,Canada,Documentary,Unrated,90,2013-06-28,English,5.7,0.0,0.0,0.0,467.0,
231,The Secret in Their Eyes,2009,166,Argentina,Drama,Rated,129,2010-04-16,Spanish,8.2,6391436.0,0.0,0.0,815.0,
232,The Secret Life of Bees,2008,1630,USA,Drama,Rated,114,2008-10-17,English,7.3,37770162.0,63650.0,66100.0,1365.0,26600.0
233,The Secret Life of Lance Letscher,2017,0,USA,Documentary,Rated,95,2017-11-07,English,7.8,0.0,0.0,0.0,0.0,
234,The Secret Life of Pets,2016,4381,Japan,Animation,Rated,87,2016-07-08,English,6.6,368384330.0,69000.0,69000.0,859.0,300500.0
235,The Secret Life of Walter Mitty,2013,2922,USA,Adventure,Rated,114,2013-12-25,English,7.3,58236838.0,72450.0,74500.0,1134.0,54000.0
236,The Secret of Kells,2009,37,France,Animation,Unrated,75,2010-03-05,English,7.7,676775.0,40900.0,40900.0,1586.0,
237,The Secret of the Grain,2007,3,France,Drama,Unrated,151,2008-12-24,French,7.4,86356.0,0.0,0.0,199.0,
238,The Secret Scripture,2016,0,Ireland,Drama,Rated,108,2017-10-13,English,6.5,0.0,56800.0,88000.0,1039.0,18000.0
239,Secret Superstar,2017,0,India,Drama,Unrated,150,2017-10-18,Hindi,8.6,0.0,0.0,0.0,1120.0,
240,The Secret World of Arrietty,2010,1522,Japan,Animation,Rated,94,2012-02-17,Japanese,7.6,19202743.0,0.0,0.0,545.0,
241,Secretariat,2010,3108,USA,Biography,Rated,123,2010-10-08,English,7.2,59713955.0,37350.0,43700.0,690.0,71600.0
242,The Secrets,2007,9,France,Drama,Rated,127,2008-11-26,Hebrew,7.1,122094.0,0.0,0.0,1266.0,
243,The Secrets of Jonathan Sperry,2008,135,USA,Drama,Rated,96,2009-09-18,English,6.9,1355079.0,0.0,0.0,444.0,
244,Sedona,2011,3,USA,Adventure,Unrated,90,2012-03-16,English,5.2,21638.0,0.0,0.0,871.0,
245,See What I'm Saying: The Deaf Entertainers Documentary,2009,21,USA,Documentary,Rated,91,2010-03-19,English,7.9,118206.0,0.0,0.0,0.0,
246,Seed: The Untold Story,2016,35,USA,Documentary,Rated,94,2016-08-22,English,7.3,207825.0,0.0,0.0,0.0,
247,Seeds of Time,2013,2,USA,Documentary,Rated,77,2015-05-22,English,7.6,4630.0,0.0,0.0,192.0,
248,The Seeker: The Dark Is Rising,2007,3173,USA,Adventure,Rated,99,2007-10-05,English,4.8,8794452.0,0.0,0.0,562.0,
249,Seeking a Friend for the End of the World,2012,1625,USA,Adventure,Rated,101,2012-06-22,English,6.7,7078738.0,94600.0,94600.0,380.0,5700.0
250,Seeking Justice,2011,231,USA,Action,Rated,105,2012-03-16,English,6.2,411746.0,40300.0,42200.0,1315.0,30200.0
251,The Making of Self-Medicated,2007,16,USA,Documentary,Rated,63,2007-08-31,English,,100610.0,0.0,0.0,0.0,
252,Self/less,2015,2353,USA,Action,Rated,117,2015-07-10,English,6.5,12279691.0,38300.0,53100.0,0.0,
253,The Selfish Giant,2013,6,UK,Drama,Unrated,91,2013-12-20,English,7.3,12189.0,0.0,0.0,675.0,
254,Selma,2014,2235,UK,Biography,Rated,128,2014-12-25,English,7.5,52076908.0,36900.0,36900.0,1163.0,17500.0
255,Sembene!,2015,3,Senegal,Documentary,Rated,89,2015-11-13,English,7.6,28059.0,0.0,0.0,0.0,
256,Semi-Pro,2008,3121,USA,Comedy,Rated,91,2008-02-29,English,5.8,33479698.0,61500.0,68500.0,941.0,
257,Senna,2010,47,UK,Documentary,Rated,106,2011-08-12,English,8.6,1612430.0,0.0,0.0,789.0,
258,The Sense of an Ending,2017,282,UK,Drama,Rated,108,2017-03-10,English,6.3,1274420.0,25900.0,25900.0,865.0,
259,Seondal: The Man Who Sells the River,2016,7,South Korea,Comedy,Rated,120,2016-07-14,Korean,6.7,97477.0,0.0,0.0,0.0,
260,Seoul Searching,2015,2,South Korea,Comedy,Rated,105,2016-06-17,English,7.4,18654.0,0.0,0.0,632.0,4600.0
261,A Separation,2011,282,Iran,Drama,Rated,123,2011-12-30,Persian,8.4,7099055.0,0.0,0.0,1035.0,
262,September Dawn,2007,857,USA,Drama,Rated,111,2007-08-24,,5.8,1066555.0,0.0,0.0,612.0,
263,The September Issue,2009,143,USA,Documentary,Rated,90,2009-08-28,English,7.0,3820067.0,0.0,0.0,1084.0,27100.0
264,Seraphine,2011,24,USA,Short,Rated,6,2009-06-05,English,,884613.0,0.0,0.0,783.0,
265,Serena,2014,59,Czech Republic,Drama,Rated,109,2015-03-27,English,5.4,176391.0,89766.66666666669,130900.0,1419.0,
266,A Serious Man,2009,262,USA,Comedy,Rated,106,2009-10-02,English,7.0,9228768.0,0.0,0.0,908.0,50300.0
267,Serious Moonlight,2009,8,USA,Comedy,Rated,81,2009-12-04,English,5.4,25339.0,41850.0,44000.0,710.0,
268,Served Like a Girl,2017,8,USA,Documentary,Rated,103,2017-08-25,English,8.4,8290.0,0.0,0.0,170.0,
269,The Sessions,2012,516,USA,Biography,Rated,95,2012-10-19,English,7.2,6002451.0,41300.0,49800.0,398.0,
270,Set Fire to the Stars,2014,3,UK,Biography,Unrated,97,2015-06-12,English,5.8,4280.0,51100.0,51100.0,665.0,
271,Settai,2013,33,India,Comedy,Unrated,136,2013-04-05,Tamil,4.5,87838.0,0.0,0.0,1159.0,
272,Seven Days in Utopia,2011,561,USA,Drama,Rated,100,2011-09-02,English,6.1,4373074.0,39900.0,60800.0,1004.0,
273,The Seven Five,2014,5,USA,Documentary,Rated,104,2015-05-08,English,7.6,48869.0,0.0,0.0,555.0,
274,Seven Pounds,2008,2758,USA,Drama,Rated,123,2008-12-19,English,7.7,69951824.0,70900.0,128200.0,638.0,49600.0
275,Seven Psychopaths,2012,1480,UK,Comedy,Rated,110,2012-10-12,English,7.2,15024049.0,31000.0,31000.0,831.0,
276,The Seventh Fire,2015,3,USA,Documentary,Rated,76,2016-07-22,English,6.2,30112.0,0.0,0.0,198.0,
277,Seventh Son,2014,2875,USA,Action,Rated,102,2015-02-06,English,5.5,17223265.0,42300.0,57500.0,1180.0,
278,Severed Ways: The Norse Discovery of America,2007,1,USA,Adventure,Unrated,107,2009-03-13,Swedish,4.6,18728.0,0.0,0.0,0.0,
279,Sex and Death 101,2007,6,USA,Comedy,Rated,117,2008-04-04,English,6.0,23624.0,0.0,0.0,792.0,
280,Sex and the City,2008,3325,USA,Comedy,Rated,145,2008-05-30,English,5.5,152647258.0,35400.0,35400.0,1532.0,124000.0
281,Sex and the City 2,2010,3445,USA,Comedy,Rated,146,2010-05-27,English,4.4,95347692.0,35400.0,35400.0,1366.0,124000.0
282,Sex Drive,2008,2421,USA,Adventure,Rated,109,2008-10-17,English,6.5,8402485.0,27166.66666666667,51900.0,673.0,58900.0
283,Sex Positive,2008,1,USA,Documentary,Rated,75,2009-06-12,English,6.6,12069.0,0.0,0.0,199.0,
284,Sex Tape,2014,3062,USA,Comedy,Rated,94,2014-07-18,English,5.1,38543473.0,75600.0,89200.0,982.0,63600.0
285,"Sex, Death and Bowling",2015,3,USA,Comedy,Rated,92,2015-10-30,English,5.2,5972.0,0.0,0.0,0.0,
286,Seymour: An Introduction,2014,64,USA,Documentary,Rated,84,2015-03-13,English,7.5,743541.0,17700.0,17700.0,323.0,387.0
287,The Eye,2008,2470,USA,Horror,Rated,98,2008-02-01,English,5.4,31418697.0,28950.0,39700.0,1059.0,
288,An Eye for Beauty,2014,2,Canada,Drama,Unrated,102,2015-08-28,French,5.5,8994.0,0.0,0.0,320.0,
289,Eye in the Sky,2015,1089,UK,Drama,Rated,102,2016-03-11,Somali,7.3,18704595.0,0.0,0.0,741.0,
290,The Eye of the Storm,2011,9,Australia,Drama,Unrated,114,2012-09-07,English,6.3,83566.0,57100.0,57100.0,546.0,
291,The Eyes,2017,3,USA,Crime,Rated,95,2017-04-07,English,7.9,9104.0,0.0,0.0,1675.0,
292,The Eyes of My Mother,2016,17,USA,Drama,Rated,76,2016-12-02,English,6.2,27099.0,0.0,0.0,1058.0,
293,Eyes Wide Open,2009,1,Israel,Drama,Unrated,91,2010-02-05,Hebrew,7.3,26258.0,0.0,0.0,658.0,
294,Veer!,2012,1,USA,Comedy,Unrated,0,2013-03-01,English,7.8,1132.0,0.0,0.0,0.0,
295,Veil of Tears,2014,8,India,Documentary,Rated,90,2014-03-28,English,9.0,72078.0,0.0,0.0,681.0,
296,Vengeance: A Love Story,2017,11,USA,Action,Rated,99,2017-09-15,English,5.2,4526.0,42200.0,42200.0,254.0,
297,Venus and Serena,2012,8,USA,Documentary,Rated,99,2013-05-10,English,6.2,51271.0,0.0,0.0,670.0,
298,Venus in Fur,2013,45,France,Drama,Unrated,96,2014-06-20,French,7.2,373605.0,23100.0,23100.0,928.0,11300.0
299,Very Good Girls,2013,9,USA,Drama,Rated,91,2014-07-25,English,6.0,6940.0,68150.0,75100.0,1382.0,
300,A Very Harold & Kumar 3D Christmas,2011,2875,USA,Adventure,Rated,90,2011-11-04,English,6.3,35061031.0,31900.0,31900.0,623.0,35100.0
301,Veteran,2015,46,South Korea,Action,Rated,123,2015-09-18,Russian,7.1,1200627.0,0.0,0.0,1067.0,
302,Vettai,2012,34,India,Action,Unrated,150,2012-01-13,Tamil,6.0,204373.0,0.0,0.0,1621.0,
303,Vexille,2007,97,Japan,Animation,Rated,109,2008-02-14,Japanese,6.9,3259.0,0.0,0.0,496.0,
304,Viceroy's House,2017,116,UK,Biography,Rated,106,2017-09-01,English,6.6,1105717.0,10500.0,10500.0,1228.0,
305,Vicky Cristina Barcelona,2008,726,Spain,Drama,Rated,96,2008-08-15,English,7.1,23216709.0,65300.0,91900.0,1062.0,13400.0
306,Vicky Donor,2012,50,India,Comedy,Unrated,126,2012-04-20,Hindi,7.8,549001.0,0.0,0.0,875.0,
307,Victor,2009,12,France,Comedy,Rated,95,2016-09-15,French,4.9,117755.0,0.0,0.0,1660.0,
308,Victor Frankenstein,2015,2797,USA,Drama,Rated,110,2015-11-25,English,6.0,5775076.0,82100.0,155000.0,604.0,
309,Victoria,2015,0,Germany,Crime,Unrated,138,2015-10-09,German,7.7,0.0,0.0,0.0,2138.0,
310,Victoria and Abdul,2017,1060,UK,Biography,Rated,111,2017-09-22,English,6.9,20462704.0,54300.0,54300.0,980.0,12100.0
311,Vidal Sassoon: The Movie,2010,5,USA,Documentary,Rated,90,2011-02-11,English,6.4,85974.0,0.0,0.0,250.0,
312,Video Games: The Movie,2014,25,USA,Documentary,Unrated,101,2014-07-18,English,6.1,23043.0,0.0,0.0,394.0,
313,Videocracy,2009,1,Sweden,Documentary,Rated,85,2010-02-12,English,6.5,23720.0,0.0,0.0,246.0,
314,Viktoria,2014,3,Bulgaria,Drama,Rated,155,2016-04-29,Bulgarian,6.5,11314.0,0.0,0.0,953.0,
315,The Village Barbershop,2008,2,USA,Comedy,Rated,99,2009-01-16,English,6.9,2359.0,0.0,0.0,0.0,
316,The Villainess,2017,4,South Korea,Action,Unrated,129,2017-08-25,Korean,6.7,27741.0,0.0,0.0,763.0,
317,Vince Giordano: There's a Future in the Past,2015,1,USA,Documentary,Rated,111,2017-01-13,English,,14807.0,0.0,0.0,0.0,
318,Vincent N Roxxy,2016,0,USA,Crime,Rated,102,2017-06-02,English,5.5,0.0,0.0,0.0,757.0,
319,Vincere,2009,36,Italy,Biography,Unrated,128,2010-03-19,Italian,6.9,619162.0,0.0,0.0,754.0,
320,Viola,2012,2,Argentina,Drama,Unrated,65,2013-07-12,Spanish,6.2,21818.0,0.0,0.0,1691.0,
321,Violet & Daisy,2011,17,USA,Action,Rated,88,2013-06-07,English,6.1,17186.0,20700.0,20800.0,540.0,17.2
322,Violet Tendencies,2010,1,USA,Comedy,Unrated,99,2010-11-05,English,6.2,13304.0,0.0,0.0,184.0,
323,Violeta Went to Heaven,2011,3,Chile,Biography,Unrated,110,2013-03-29,Spanish,7.3,21496.0,0.0,0.0,0.0,
324,Viral,2016,11,USA,Drama,Rated,85,2016-07-29,English,5.5,0.0,37900.0,37900.0,599.0,49900.0
325,The Viral Factor,2012,22,Hong Kong,Action,Unrated,122,2012-01-20,Mandarin,6.0,220496.0,52700.0,52700.0,531.0,
326,Virginia,2010,5,USA,Drama,Rated,111,2012-05-18,English,5.5,12728.0,31850.0,35200.0,1978.0,12.7
327,The Virginity Hit,2010,700,USA,Comedy,Rated,86,2010-09-24,English,4.6,636706.0,0.0,0.0,1470.0,
328,Vision,2009,17,Germany,Biography,Unrated,110,2010-10-13,German,6.5,435274.0,0.0,0.0,1191.0,
329,The Visit,2015,3148,USA,Horror,Rated,94,2015-09-11,English,6.2,65206105.0,0.0,0.0,934.0,112100.0
330,The Visitor,2007,270,USA,Drama,Rated,104,2008-04-11,English,7.7,9427089.0,0.0,0.0,585.0,17600.0
331,Visual Acoustics,2008,5,USA,Documentary,Unrated,83,2009-10-09,English,7.4,52467.0,0.0,0.0,440.0,
332,Vita Activa: The Spirit of Hannah Arendt,2015,4,Israel,Documentary,Rated,125,2016-04-06,English,7.2,82143.0,0.0,0.0,0.0,
333,Vito Bonafacci,2011,1,USA,Drama,Rated,97,2011-05-06,English,7.2,9570.0,0.0,0.0,0.0,
334,Viva,2015,17,Ireland,Drama,Rated,100,2016-04-29,Spanish,7.1,178008.0,0.0,0.0,1106.0,
335,Viva Riva!,2010,5,The Democratic Republic Of Congo,Crime,Rated,98,2011-06-10,French,6.2,61759.0,0.0,0.0,0.0,
336,Vivere,2007,2,Germany,Drama,Rated,97,2008-02-29,German,6.4,3625.0,0.0,0.0,195.0,
337,Flakes,2007,1,USA,Comedy,Unrated,84,2007-12-19,English,6.0,778.0,0.0,0.0,268.0,
338,Flame & Citron,2008,8,Denmark,Drama,Unrated,130,2009-07-31,Danish,7.3,148089.0,78100.0,78100.0,678.0,
339,"Flamenco, Flamenco",2010,5,Spain,Documentary,Unrated,97,2014-07-18,Spanish,7.2,71732.0,0.0,0.0,0.0,
340,Flash of Genius,2008,1098,Canada,Biography,Rated,119,2008-10-03,English,7.0,4442377.0,32000.0,32000.0,766.0,3000.0
341,Flash Point,2007,10,Hong Kong,Action,Rated,88,2008-03-14,Cantonese,6.8,5151.0,61900.0,61900.0,333.0,
342,Flashbacks of a Fool,2008,2,UK,Drama,Rated,109,2008-10-17,English,6.8,1664.0,63500.0,63500.0,712.0,
343,The Flat,2011,27,Israel,Documentary,Unrated,97,2012-10-19,Hebrew,6.9,471842.0,0.0,0.0,1388.0,
344,Flex is Kings,2013,1,USA,Documentary,Rated,80,2014-04-04,English,5.2,5418.0,0.0,0.0,282.0,
345,Flight,2012,2638,USA,Drama,Rated,138,2012-11-02,English,7.3,93772375.0,53100.0,53100.0,659.0,119900.0
346,Flipped,2010,442,USA,Comedy,Rated,90,2010-08-06,English,7.7,1755212.0,19000.0,19000.0,1230.0,35800.0
347,Flock of Dudes,2016,0,USA,Comedy,Unrated,90,2016-09-30,English,5.3,0.0,0.0,0.0,584.0,
348,Florence Foster Jenkins,2016,1528,UK,Biography,Rated,111,2016-08-12,English,6.9,27383770.0,35850.0,38500.0,568.0,12100.0
349,The Florida Project,2017,229,USA,Drama,Rated,115,2017-10-06,English,8.1,3259878.0,29900.0,29900.0,617.0,
350,Flow: For Love of Water,2008,11,USA,Documentary,Rated,93,2008-03-21,English,7.7,142569.0,0.0,0.0,0.0,
351,Flowers,2014,5,Spain,Drama,Unrated,99,2015-10-30,Basque,6.8,61568.0,0.0,0.0,1372.0,
352,The Flowers of War,2011,30,China,Drama,Rated,146,2012-01-20,Mandarin,7.6,311434.0,59900.0,59900.0,1082.0,
353,The Fluffy Movie: Unity Through Laughter,2014,432,USA,Comedy,Rated,101,2014-07-25,English,7.2,2827393.0,0.0,0.0,0.0,
354,The Flyboys,2008,17,USA,Action,Rated,118,2008-08-15,English,6.9,144680.0,0.0,0.0,280.0,
355,Flying Monsters 3D with David Attenborough,2011,27,UK,Documentary,Rated,40,2011-10-07,English,7.6,5705874.0,0.0,0.0,0.0,
356,Flying Swords of Dragon Gate,2011,15,China,Action,Rated,122,2012-08-31,Mandarin,6.0,170276.0,45700.0,45700.0,864.0,
357,Flypaper,2011,2,Germany,Comedy,Unrated,87,2011-08-19,English,6.4,5043.0,37300.0,37300.0,529.0,123900.0
358,Poetry,2010,17,South Korea,Drama,Unrated,139,2011-02-11,Korean,7.8,356149.0,0.0,0.0,1168.0,
359,Poisoned by Polonium: The Litvinenko File,2007,1,Russia,Documentary,Rated,105,2008-03-21,Russian,7.3,5080.0,0.0,0.0,0.0,
360,Pokémon the Movie: I Choose You!,2017,0,Japan,Animation,Rated,112,2017-11-05,Japanese,6.9,0.0,0.0,0.0,0.0,
361,Polar Opposites,2012,1,USA,Documentary,Rated,27,2008-06-06,English,5.7,2377.0,0.0,0.0,100.0,
362,Police Story: Lockdown,2013,0,China,Action,Unrated,110,2015-06-05,Mandarin,6.1,0.0,55900.0,55900.0,799.0,
363,"Police, Adjective",2009,8,Romania,Comedy,Unrated,113,2009-12-23,Romanian,7.1,53206.0,0.0,0.0,184.0,
364,Policeman,2011,2,Israel,Drama,Unrated,105,2014-06-13,Hebrew,6.2,11263.0,0.0,0.0,297.0,
365,Polina,2016,31,France,Drama,Rated,108,2017-08-25,French,7.1,165203.0,0.0,0.0,810.0,
366,Polisse,2011,21,France,Crime,Unrated,127,2012-05-18,French,7.3,211440.0,0.0,0.0,1397.0,
367,Pompeii,2014,2658,Canada,Action,Rated,105,2014-02-21,English,5.5,23219748.0,37600.0,51300.0,531.0,36800.0
368,Pontypool,2008,1,Canada,Fantasy,Unrated,93,2009-05-29,English,6.7,3865.0,0.0,0.0,758.0,
369,Ponyo,2008,927,Japan,Animation,Rated,101,2009-08-14,Japanese,7.7,15090399.0,0.0,0.0,509.0,7700.0
370,The Pool Boys,2009,101,USA,Comedy,Rated,107,2011-09-30,English,4.7,2269.0,28700.0,28700.0,159.0,
371,Pop Aye,2017,5,Thailand,Drama,Rated,104,2017-06-28,Thai,6.7,77976.0,0.0,0.0,399.0,
372,Popstar: Never Stop Never Stopping,2016,2313,USA,Comedy,Rated,87,2016-06-03,English,6.7,9639125.0,50166.66666666666,82700.0,702.0,19600.0
373,Populaire,2012,58,France,Comedy,Rated,111,2013-09-06,French,6.9,179091.0,0.0,0.0,1398.0,
374,The Possession,2012,2860,USA,Horror,Rated,92,2012-08-31,English,5.9,49130154.0,20700.0,20700.0,1328.0,12600.0
375,Belief: The Possession of Janet Moses,2015,0,New Zealand,Documentary,Rated,89,2017-07-14,English,5.9,0.0,0.0,0.0,0.0,
376,The Post,2013,0,Canada,Short,Rated,13,2017-12-22,English,6.8,0.0,0.0,0.0,1199.0,
377,Post Grad,2009,1959,USA,Comedy,Rated,88,2009-08-21,English,5.3,6380019.0,66000.0,66000.0,651.0,145000.0
378,Post Mortem,2010,1,Chile,Drama,Unrated,98,2012-04-11,Spanish,6.6,9750.0,0.0,0.0,244.0,
379,Post Tenebras Lux,2012,6,Mexico,Drama,Unrated,115,2013-05-01,Spanish,6.6,39185.0,0.0,0.0,1226.0,
380,Postal,2007,13,USA,Action,Rated,100,2008-05-23,English,4.5,0.0,0.0,0.0,1110.0,5700.0
381,Poster Boys,2017,50,India,Comedy,Rated,128,2017-09-08,Hindi,6.1,97049.0,0.0,0.0,514.0,
382,Potiche,2010,74,France,Comedy,Rated,103,2011-03-25,French,6.4,1618844.0,0.0,0.0,762.0,
383,Powder Blue,2009,0,USA,Drama,Rated,106,2009-05-08,English,6.3,0.0,42766.66666666666,57700.0,1185.0,
384,The Power of Few,2013,5,USA,Action,Rated,96,2013-02-15,English,5.4,25000.0,33800.0,33800.0,493.0,
385,Tu Dors Nicole,2014,1,Canada,Comedy,Unrated,93,2015-05-29,French,7.0,5662.0,0.0,0.0,100.0,
386,Tubelight,2017,338,India,Drama,Unrated,136,2017-06-23,Hindi,4.1,930058.0,0.0,0.0,764.0,
387,"Tuesday, After Christmas",2010,2,Romania,Drama,Unrated,99,2011-05-25,Romanian,7.0,27813.0,0.0,0.0,0.0,
388,Tulip Fever,2017,772,UK,Drama,Rated,105,2017-09-01,English,6.3,2419000.0,30150.0,34500.0,353.0,9500.0
389,Tulpan,2008,4,Kazakhstan,Comedy,Unrated,100,2009-04-01,Kazakh,7.1,158741.0,0.0,0.0,484.0,
390,Tumbledown,2015,55,USA,Comedy,Rated,105,2016-02-05,English,6.2,135026.0,44250.0,49800.0,976.0,
391,Tunnel,2016,36,South Korea,Action,Unrated,126,2016-08-26,Korean,6.9,568876.0,0.0,0.0,1599.0,
392,Turbo,2013,3809,USA,Animation,Rated,96,2013-07-17,English,6.5,83028128.0,47250.0,53100.0,1225.0,78500.0
393,Turbo Kid,2015,31,Canada,Action,Unrated,93,2015-08-28,English,6.7,67132.0,0.0,0.0,867.0,
394,The Turin Horse,2011,3,Hungary,Drama,Unrated,155,2012-02-10,Hungarian,7.8,56391.0,0.0,0.0,453.0,
395,Turn It Around: The Story of East Bay Punk,2017,3,USA,Documentary,Rated,155,2017-07-28,English,8.7,69787.0,2200.0,2200.0,0.0,
396,"Turn Me On, Dammit!",2011,5,Norway,Comedy,Unrated,76,2012-03-30,Norwegian,6.4,126085.0,0.0,0.0,0.0,
397,Turn the River,2007,2,USA,Drama,Rated,92,2008-05-09,English,6.0,5149.0,46100.0,46100.0,374.0,
398,Turtle: The Incredible Journey,2009,24,UK,Documentary,Rated,81,2011-06-24,English,7.1,386073.0,0.0,0.0,364.0,
399,Tusk,2014,602,USA,Comedy,Rated,102,2014-09-19,English,5.4,1826705.0,44000.0,44000.0,639.0,18800.0
400,Twelve,2010,231,USA,Action,Rated,93,2010-08-06,English,5.7,183920.0,19950.0,24200.0,1068.0,43800.0
401,Twelve Thirty,2010,1,USA,Drama,Unrated,120,2011-01-14,English,4.6,0.0,0.0,0.0,338.0,
402,Twenty Two,2015,11,China,Documentary,Rated,112,2017-09-08,Mandarin,7.6,46796.0,0.0,0.0,333.0,
403,Twice Born,2012,10,Italy,Drama,Rated,127,2013-12-06,English,7.4,18295.0,0.0,0.0,1195.0,
404,Twilight,2008,3649,USA,Drama,Rated,122,2008-11-21,English,5.2,192769854.0,60700.0,60700.0,1220.0,40700.0
405,The Twilight Saga: Breaking Dawn Part 1 - Wedding Video,2012,4066,USA,Short,Rated,0,2011-11-18,English,7.3,281287133.0,0.0,0.0,0.0,
406,The Twilight Saga: Breaking Dawn - Part 2,2012,4070,USA,Adventure,Rated,115,2012-11-16,English,5.5,292324737.0,120766.66666666669,185300.0,0.0,137000.0
407,The Twilight Saga: Eclipse,2010,4468,USA,Adventure,Rated,124,2010-06-30,English,4.9,300531751.0,88500.0,116300.0,1600.0,113700.0
408,The Twilight Saga: New Moon,2009,4124,USA,Adventure,Rated,130,2009-11-20,English,4.6,296623634.0,88500.0,116300.0,1087.0,94800.0
409,Twisted: A Balloonamentary,2007,2,USA,Documentary,Rated,79,2008-05-23,English,7.9,4218.0,0.0,0.0,0.0,
410,"Two Days, One Night",2014,120,Belgium,Drama,Rated,95,2014-12-24,French,7.4,1436243.0,59200.0,59200.0,557.0,
411,The Two Escobars,2010,1,Colombia,Documentary,Rated,104,2010-08-27,Spanish,8.2,14457.0,0.0,0.0,330.0,
412,The Two Faces of January,2014,59,UK,Romance,Rated,96,2014-09-26,English,6.2,507463.0,63033.33333333334,79200.0,1427.0,507.0
413,Two in the Wave,2010,1,France,Documentary,Rated,91,2010-05-19,French,6.7,28808.0,0.0,0.0,100.0,
414,Two Lives,2012,1,Germany,Drama,Rated,97,2014-02-28,German,7.1,22620.0,0.0,0.0,374.0,
415,Two Lovers,2008,148,USA,Drama,Rated,110,2009-02-13,English,7.1,3149034.0,37500.0,37500.0,596.0,7400.0
416,Two Night Stand,2014,5,USA,Comedy,Rated,86,2014-09-26,English,6.4,18612.0,39300.0,40700.0,368.0,
417,Two-Bit Waltz,2014,3,USA,Comedy,Rated,81,2014-10-24,English,4.8,2540.0,32800.0,32800.0,0.0,
418,Jig,2011,5,UK,Documentary,Rated,99,2011-06-17,English,6.7,183790.0,0.0,0.0,848.0,
419,Jigsaw,2017,2941,USA,Crime,Rated,91,2017-10-27,English,6.3,32084093.0,0.0,0.0,598.0,
420,A Jihad for Love,2007,5,UK,Documentary,Unrated,81,2008-05-21,Arabic,6.6,105651.0,0.0,0.0,0.0,
421,Jimi: All Is by My Side,2013,75,Ireland,Biography,Rated,118,2014-09-26,English,5.6,340911.0,8500.0,8500.0,557.0,173.0
422,Jimmy Carter Man from Plains,2007,21,USA,Documentary,Rated,125,2007-10-26,English,7.0,108807.0,0.0,0.0,0.0,19600.0
423,Jimmy P.,2013,8,USA,Biography,Unrated,117,2014-02-14,English,6.1,30283.0,30600.0,30600.0,730.0,
424,Jimmy Vestvood: Amerikan Hero,2016,6,USA,Comedy,Rated,84,2016-05-13,English,5.3,230069.0,0.0,0.0,274.0,
425,Jimmy's Hall,2014,47,UK,Biography,Rated,109,2015-07-03,English,6.7,560592.0,0.0,0.0,356.0,
