,Title,Theaters,Country,Genre,Rated,Runtime,Open,Director,Language,imdbRating,Total Gross,last year_totalgross,genre_gross,count_num,googletrends,Actorinfluenceave,Total Gross(Million),Movie involved,Average Gross for each movie
595,Inside Job,250,USA,Documentary,Rated,105,2010-10-08,Charles Ferguson,English,8.3,4312735.0,10639535233.0,187290939.0,34,0.0,77100.0,5800.0,3.0,1900.0
596,No End in Sight,117,USA,Documentary,Unrated,102,2007-07-27,Charles Ferguson,English,8.3,1433319.0,9190502983.0,102279769.0,11,245.0,0.0,5800.0,3.0,1900.0
597,Time to Choose,9,USA,Documentary,Rated,100,2016-06-03,Charles Ferguson,English,7.2,29233.0,11149116327.0,65052467.0,42,691.0,0.0,5800.0,3.0,1900.0
598,Inside Out,4158,USA,Animation,Rated,95,2015-06-19,Pete Docter,English,8.2,356461711.0,10354970864.0,,40,598.0,0.0,939400.0,3.0,313100.0
599,Up,3886,USA,Animation,Rated,96,2009-05-29,Pete Docter,English,8.3,293004164.0,9750709587.0,,27,959.0,41900.0,939400.0,3.0,313100.0
600,Insidious: Chapter 3,3014,Canada,Horror,Rated,97,2015-06-05,Leigh Whannell,English,6.1,52218558.0,10354970864.0,254898971.0,40,605.0,0.0,52200.0,1.0,52200.0
601,The Intern,3320,USA,Comedy,Rated,121,2015-09-25,Nancy Meyers,English,7.1,75764672.0,10354970864.0,1272411206.0,47,470.0,81200.0,625600.0,6.0,104300.0
602,It's Complicated,2955,USA,Comedy,Rated,120,2009-12-25,Nancy Meyers,English,6.6,112735375.0,9750709587.0,2099450726.0,23,957.0,44266.66666666666,625600.0,6.0,104300.0
603,The International,2364,USA,Action,Rated,118,2009-02-13,Tom Tykwer,English,6.5,25450527.0,9750709587.0,1961967999.0,18,660.0,23000.0,68200.0,8.0,8500.0
604,A Hologram for the King,523,UK,Comedy,Rated,98,2016-04-22,Tom Tykwer,English,6.1,4212494.0,11149116327.0,1321791183.0,51,558.0,96200.0,68200.0,8.0,8500.0
605,Cloud Atlas,2023,Germany,Action,Rated,172,2012-10-26,Tom Tykwer,English,7.5,27108272.0,10187347362.0,2117507233.0,44,667.0,62033.33333333334,68200.0,8.0,8500.0
606,The Internship,3399,USA,Comedy,Rated,119,2013-06-07,Shawn Levy,English,6.3,44672764.0,11041914748.0,1050654625.0,41,562.0,58933.33333333334,1130300.0,11.0,102800.0
607,This Is Where I Leave You,2868,USA,Comedy,Rated,103,2014-09-19,Shawn Levy,English,6.6,34296320.0,10893180888.0,1619719448.0,46,584.0,59650.0,1130300.0,11.0,102800.0
608,Real Steel,3440,USA,Action,Rated,127,2011-10-07,Shawn Levy,English,7.1,85468508.0,10589599184.0,1491832495.0,38,803.0,145750.0,1130300.0,11.0,102800.0
609,Into the Abyss,30,USA,Documentary,Rated,107,2011-11-11,Werner Herzog,English,7.3,223880.0,10589599184.0,93825307.0,28,1261.0,20100.0,17900.0,10.0,1800.0
610,Encounters at the End of the World,39,USA,Documentary,Rated,99,2008-06-11,Werner Herzog,English,7.8,944933.0,9767268194.0,70723219.0,29,423.0,20100.0,17900.0,10.0,1800.0
611,"Lo and Behold, Reveries of the Connected World",51,USA,Documentary,Rated,98,2016-08-19,Werner Herzog,English,7.1,594912.0,11149116327.0,65052467.0,44,0.0,20100.0,17900.0,10.0,1800.0
612,Into the Storm,3434,USA,Action,Rated,89,2014-08-08,Steven Quale,English,5.8,47602194.0,10893180888.0,2225063194.0,38,626.0,0.0,99200.0,3.0,33100.0
613,Into the Wild,660,USA,Adventure,Rated,148,2007-09-21,Sean Penn,English,8.1,18354356.0,9190502983.0,2814762078.0,26,618.0,45400.0,19200.0,2.0,9600.0
614,Into the Woods,2833,USA,Adventure,Rated,125,2014-12-25,Rob Marshall,English,6.0,128002372.0,10893180888.0,3400302355.0,26,528.0,43900.0,616900.0,5.0,123400.0
615,Pirates of the Caribbean: On Stranger Tides,4164,USA,Action,Rated,136,2011-05-20,Rob Marshall,English,6.6,241071802.0,10589599184.0,1491832495.0,28,946.0,67050.0,616900.0,5.0,123400.0
616,The Invention of Lying,1743,USA,Comedy,Rated,100,2009-10-02,Ricky Gervais,English,6.4,18451251.0,9750709587.0,2099450726.0,37,652.0,70766.66666666669,18500.0,1.0,18500.0
617,The Invisible,2019,USA,Crime,Rated,102,2007-04-27,David S. Goyer,English,6.3,20578909.0,9190502983.0,,17,1094.0,0.0,115700.0,3.0,38600.0
618,The Invisible War,19,USA,Documentary,Unrated,93,2012-06-22,Kirby Dick,English,7.6,71968.0,10187347362.0,82817592.0,29,980.0,0.0,831.0,5.0,166.0
619,The Hunting Ground,25,USA,Documentary,Rated,103,2015-02-27,Kirby Dick,English,7.4,405917.0,10354970864.0,88392417.0,31,541.0,0.0,831.0,5.0,166.0
620,The Invitation,31,USA,Drama,Unrated,100,2016-04-08,Karyn Kusama,English,6.7,231737.0,11149116327.0,2060252692.0,51,356.0,0.0,43900.0,4.0,11000.0
621,Jennifer's Body,2738,USA,Comedy,Rated,102,2009-09-18,Karyn Kusama,English,5.1,16204793.0,9750709587.0,2099450726.0,32,1064.0,74950.0,43900.0,4.0,11000.0
622,The Hobbit: An Unexpected Journey,4100,USA,Adventure,Rated,169,2012-12-14,Peter Jackson,English,7.9,303003568.0,10187347362.0,2824412451.0,21,804.0,112100.0,2134700.0,12.0,177900.0
623,The Hobbit: The Battle of the Five Armies,3875,New Zealand,Adventure,Rated,144,2014-12-17,Peter Jackson,English,7.4,255119788.0,10893180888.0,3400302355.0,26,1462.0,112100.0,2134700.0,12.0,177900.0
624,The Hobbit: The Desolation of Smaug,3928,USA,Adventure,Rated,161,2013-12-13,Peter Jackson,English,7.9,258366855.0,11041914748.0,3299119819.0,27,918.0,112100.0,2134700.0,12.0,177900.0
625,The Lovely Bones,2638,USA,Drama,Rated,135,2009-12-11,Peter Jackson,English,6.7,44114232.0,9750709587.0,1089198448.0,23,1164.0,43133.333333333336,2134700.0,12.0,177900.0
626,The Hollars,298,USA,Comedy,Rated,88,2016-08-26,John Krasinski,English,6.5,1016985.0,11149116327.0,1321791183.0,44,658.0,57300.0,1100.0,2.0,525.0
627,Brief Interviews with Hideous Men,2,USA,Comedy,Unrated,80,2009-09-25,John Krasinski,English,5.6,33745.0,9750709587.0,2099450726.0,32,882.0,0.0,1100.0,2.0,525.0
628,The Homesman,222,USA,Drama,Rated,122,2014-11-14,Tommy Lee Jones,English,6.6,2429989.0,10893180888.0,1338281892.0,25,1054.0,42450.0,7500.0,2.0,3700.0
629,Hop,3616,USA,Animation,Rated,95,2011-04-01,Tim Hill,English,5.5,108085305.0,10589599184.0,,40,740.0,80333.33333333331,387800.0,5.0,77600.0
630,Alvin and the Chipmunks,3499,USA,Animation,Rated,92,2007-12-14,Tim Hill,English,5.2,217326974.0,9190502983.0,,20,1077.0,0.0,387800.0,5.0,77600.0
631,Hot Tub Time Machine,2771,USA,Comedy,Rated,101,2010-03-26,Steve Pink,English,6.4,50287556.0,10639535233.0,1435263724.0,26,773.0,38000.0,147600.0,4.0,36900.0
632,Hot Tub Time Machine 2,2901,USA,Comedy,Rated,93,2015-02-20,Steve Pink,English,5.1,12314651.0,10354970864.0,1272411206.0,31,678.0,51900.0,147600.0,4.0,36900.0
633,Hotel for Dogs,3271,Germany,Comedy,Rated,100,2009-01-16,Thor Freudenthal,English,5.4,73034460.0,9750709587.0,2099450726.0,18,1381.0,56200.0,205600.0,3.0,68500.0
634,Percy Jackson: Sea of Monsters,3080,USA,Adventure,Rated,106,2013-08-07,Thor Freudenthal,English,5.9,68559554.0,11041914748.0,3299119819.0,44,1420.0,36100.0,205600.0,3.0,68500.0
635,Diary of a Wimpy Kid,3083,USA,Comedy,Rated,94,2010-03-19,Thor Freudenthal,English,6.2,64003625.0,10639535233.0,1435263724.0,26,922.0,55200.0,205600.0,3.0,68500.0
636,House at the End of the Street,3083,Canada,Drama,Rated,101,2012-09-21,Mark Tonderai,English,5.6,31611916.0,10187347362.0,1490190858.0,43,719.0,78400.0,31600.0,1.0,31600.0
637,The House Bunny,2763,USA,Comedy,Rated,97,2008-08-22,Fred Wolf,English,5.5,48237389.0,9767268194.0,1427703732.0,34,1025.0,75450.0,54800.0,2.0,27400.0
638,How Do You Know,2483,USA,Comedy,Rated,121,2010-12-17,James L. Brooks,English,5.4,30212620.0,10639535233.0,1435263724.0,19,846.0,57166.66666666666,391500.0,6.0,65300.0
639,How to Train Your Dragon,4060,USA,Animation,Rated,98,2010-03-26,Dean DeBlois,English,8.1,217581231.0,10639535233.0,,26,499.0,54450.0,540400.0,3.0,180100.0
640,How to Train Your Dragon 2,4268,USA,Animation,Rated,102,2014-06-13,Dean DeBlois,English,7.8,177002924.0,10893180888.0,,42,809.0,58933.33333333334,540400.0,3.0,180100.0
641,Pearl Jam Twenty,60,USA,Documentary,Unrated,109,2011-09-20,Cameron Crowe,English,8.3,471334.0,10589599184.0,93825307.0,43,0.0,0.0,450400.0,9.0,50000.0
642,Aloha,2815,USA,Comedy,Rated,105,2015-05-29,Cameron Crowe,English,5.4,21067116.0,10354970864.0,1272411206.0,45,646.0,87700.0,450400.0,9.0,50000.0
643,We Bought a Zoo,3170,USA,Comedy,Rated,124,2011-12-23,Cameron Crowe,English,7.1,75624550.0,10589599184.0,1376087969.0,25,970.0,77700.0,450400.0,9.0,50000.0
644,Penguins of Madagascar,3775,USA,Animation,Rated,92,2014-11-26,Eric Darnell,English,6.7,83350911.0,10893180888.0,,25,649.0,0.0,764100.0,5.0,152800.0
645,People Like Us,2055,USA,Comedy,Rated,114,2012-06-29,Alex Kurtzman,English,7.1,12434778.0,10187347362.0,1490816438.0,29,441.0,82800.0,92500.0,2.0,46300.0
646,Percy Jackson & the Olympians: The Lightning Thief,3396,UK,Adventure,Rated,118,2010-02-12,Chris Columbus,English,5.9,88768303.0,10639535233.0,2818706120.0,22,651.0,43550.0,1750300.0,15.0,116700.0
647,Pixels,3723,USA,Action,Rated,105,2015-07-24,Chris Columbus,English,5.6,78747585.0,10354970864.0,2268082751.0,35,816.0,76000.0,1750300.0,15.0,116700.0
648,A Perfect Getaway,2159,USA,Adventure,Rated,98,2009-08-07,David Twohy,English,6.5,15515460.0,9750709587.0,2689254029.0,24,1045.0,26400.0,169200.0,6.0,28200.0
649,Riddick,3117,USA,Action,Rated,119,2013-09-06,David Twohy,English,6.4,42025135.0,11041914748.0,2219810902.0,51,710.0,127900.0,169200.0,6.0,28200.0
650,The Perfect Match,925,USA,Comedy,Rated,96,2016-03-11,Bille Woodruff,English,4.9,9669521.0,11149116327.0,1321791183.0,42,320.0,0.0,93700.0,4.0,23400.0
651,Addicted,1037,USA,Drama,Rated,106,2014-10-10,Bille Woodruff,Spanish,5.2,17390770.0,10893180888.0,1338281892.0,56,537.0,35800.0,93700.0,4.0,23400.0
652,Perfect Stranger,2661,USA,Crime,Rated,109,2007-04-13,James Foley,English,5.7,23984949.0,9190502983.0,,17,513.0,59166.66666666666,232600.0,12.0,19400.0
653,The Perks of Being a Wallflower,745,USA,Drama,Rated,102,2012-09-21,Stephen Chbosky,English,8.0,17742948.0,10187347362.0,1490190858.0,43,1329.0,36100.0,144400.0,2.0,72200.0
654,Brad's Status,453,USA,Comedy,Rated,102,2017-09-15,Mike White,English,6.7,2133158.0,11216236720.0,1302997778.0,47,491.0,47800.0,3700.0,2.0,1800.0
655,Bratz,1509,USA,Comedy,Rated,110,2007-08-03,Sean McNamara,English,2.9,10010209.0,9190502983.0,1955138318.0,26,1469.0,0.0,64700.0,4.0,16200.0
656,Soul Surfer,2240,USA,Biography,Rated,112,2011-04-08,Sean McNamara,English,7.1,43853424.0,10589599184.0,,40,683.0,38400.0,64700.0,4.0,16200.0
657,Spare Parts,440,USA,Drama,Rated,114,2015-01-16,Sean McNamara,English,7.3,3618912.0,10354970864.0,1679582816.0,33,766.0,39200.0,64700.0,4.0,16200.0
658,Brave,4164,USA,Animation,Rated,93,2012-06-22,Mark Andrews,English,7.2,237283207.0,10187347362.0,,29,627.0,48700.0,237300.0,1.0,237300.0
659,Breach,1505,USA,Biography,Rated,110,2007-02-16,Billy Ray,English,7.0,33231264.0,9190502983.0,,10,650.0,32866.666666666664,55600.0,3.0,18500.0
660,Bride Wars,3228,USA,Comedy,Rated,89,2009-01-09,Gary Winick,English,5.5,58715510.0,9750709587.0,2099450726.0,18,710.0,61850.0,255200.0,7.0,36500.0
661,Letters to Juliet,2975,USA,Adventure,Rated,105,2010-05-14,Gary Winick,English,6.6,53032453.0,10639535233.0,2818706120.0,29,1103.0,40000.0,255200.0,7.0,36500.0
662,Bridesmaids,2958,USA,Comedy,Rated,125,2011-05-13,Paul Feig,English,6.8,169106725.0,10589599184.0,1376087969.0,28,653.0,70400.0,584500.0,5.0,116900.0
663,The Heat,3184,USA,Action,Rated,117,2013-06-28,Paul Feig,English,6.6,159582188.0,11041914748.0,2219810902.0,41,673.0,77950.0,584500.0,5.0,116900.0
664,Spy,3715,USA,Action,Rated,119,2015-06-05,Paul Feig,English,7.0,110825712.0,10354970864.0,2268082751.0,40,740.0,63650.0,584500.0,5.0,116900.0
665,Bright Star,380,UK,Biography,Rated,119,2009-09-16,Jane Campion,English,7.0,4444637.0,9750709587.0,,32,818.0,37500.0,56800.0,7.0,8100.0
666,Brighton Rock,24,UK,Crime,Rated,111,2011-08-26,Rowan Joffe,English,5.8,229653.0,10589599184.0,,38,1179.0,33600.0,3500.0,2.0,1700.0
667,Before I Go to Sleep,1902,UK,Drama,Rated,92,2014-10-31,Rowan Joffe,English,6.3,3242457.0,10893180888.0,1338281892.0,56,767.0,35700.0,3500.0,2.0,1700.0
668,Bringing Up Bobby,4,USA,Comedy,Rated,93,2012-09-28,Famke Janssen,English,5.2,4975.0,10187347362.0,1490816438.0,43,477.0,21200.0,5.0,1.0,5.0
669,Broken City,2622,USA,Crime,Rated,109,2013-01-18,Allen Hughes,English,6.2,19701164.0,11041914748.0,,13,963.0,58933.33333333334,198500.0,6.0,33100.0
670,Brooklyn,962,UK,Drama,Rated,117,2015-11-04,John Crowley,English,7.5,38322743.0,10354970864.0,1679582816.0,38,1050.0,20800.0,47100.0,5.0,9400.0
671,Boy A,10,UK,Drama,Rated,102,2008-07-23,John Crowley,English,7.7,113662.0,9767268194.0,1293680617.0,24,1332.0,55300.0,47100.0,5.0,9400.0
672,Closed Circuit,870,UK,Crime,Rated,96,2013-08-28,John Crowley,English,6.2,5750401.0,11041914748.0,,44,553.0,0.0,47100.0,5.0,9400.0
673,Is Anybody There?,165,UK,Drama,Rated,94,2009-04-17,John Crowley,English,6.8,2026756.0,9750709587.0,1089198448.0,32,194.0,0.0,47100.0,5.0,9400.0
674,Brothers,2088,USA,Drama,Rated,105,2009-12-04,Jim Sheridan,English,7.1,28544157.0,9750709587.0,1089198448.0,23,1269.0,71233.33333333331,143700.0,8.0,18000.0
675,Dream House,2664,USA,Drama,Rated,84,2011-09-30,Jim Sheridan,English,6.0,21302340.0,10589599184.0,1687447132.0,43,624.0,41200.0,143700.0,8.0,18000.0
676,The Brothers Bloom,209,USA,Adventure,Rated,114,2009-05-15,Rian Johnson,English,6.8,3531756.0,9750709587.0,2689254029.0,27,983.0,36666.66666666666,644600.0,4.0,161200.0
677,Looper,2993,USA,Action,Rated,113,2012-09-28,Rian Johnson,English,7.4,66486205.0,10187347362.0,2117507233.0,43,554.0,46866.66666666666,644600.0,4.0,161200.0
678,The Adjustment Bureau,2847,USA,Romance,Rated,106,2011-03-04,George Nolfi,English,7.1,62495645.0,10589599184.0,,30,708.0,59050.0,69400.0,2.0,34700.0
679,OSS 117: Lost in Rio,7,France,Action,Unrated,101,2010-05-07,Michel Hazanavicius,French,6.9,89375.0,10639535233.0,2041030428.0,29,0.0,0.0,45100.0,3.0,15000.0
680,The Artist,1756,France,Comedy,Rated,100,2011-11-25,Michel Hazanavicius,English,7.9,44671682.0,10589599184.0,1376087969.0,28,911.0,55800.0,45100.0,3.0,15000.0
681,The Other Guys,3651,USA,Action,Rated,107,2010-08-06,Adam McKay,English,6.7,119219978.0,10639535233.0,2041030428.0,26,726.0,69800.0,650800.0,6.0,108500.0
682,Anchorman 2: The Legend Continues,3507,USA,Comedy,Rated,119,2013-12-18,Adam McKay,English,6.3,1251683680.0,11041914748.0,1050654625.0,27,477.0,72833.33333333331,650800.0,6.0,108500.0
683,The Ottoman Lieutenant,216,Turkey,Drama,Rated,106,2017-03-10,Joseph Ruben,English,7.0,240978.0,11216236720.0,1339173437.0,36,601.0,35700.0,282700.0,9.0,31400.0
684,Ouija,2899,Japan,Horror,Rated,89,2014-10-24,Stiles White,English,4.5,50856010.0,10893180888.0,448523012.0,56,920.0,0.0,50900.0,1.0,50900.0
685,Ouija: Origin of Evil,3168,USA,Horror,Rated,99,2016-10-21,Mike Flanagan,English,6.1,35144505.0,11149116327.0,374243647.0,46,434.0,0.0,62800.0,2.0,31400.0
686,Our Family Wedding,1609,USA,Comedy,Rated,103,2010-03-12,Rick Famuyiwa,English,4.9,20255281.0,10639535233.0,1435263724.0,26,637.0,35966.666666666664,72700.0,3.0,24200.0
687,Dope,2002,USA,Comedy,Rated,103,2015-06-19,Rick Famuyiwa,English,7.3,17506470.0,10354970864.0,1272411206.0,40,515.0,0.0,72700.0,3.0,24200.0
688,Our Idiot Brother,2555,USA,Comedy,Rated,90,2011-08-26,Jesse Peretz,English,6.4,24816118.0,10589599184.0,1376087969.0,38,608.0,55400.0,28200.0,4.0,7000.0
689,Our Kind of Traitor,399,UK,Crime,Rated,108,2016-07-01,Susanna White,English,6.2,3153157.0,11149116327.0,,42,571.0,0.0,32200.000000000004,2.0,16100.000000000002
690,Out in the Dark,6,Israel,Drama,Rated,96,2013-09-27,Michael Mayer,Hebrew,7.5,26966.0,11041914748.0,1670662348.0,51,0.0,0.0,1000.0,1.0,1000.0
691,Mr. Brooks,2453,USA,Crime,Rated,120,2007-06-01,Bruce A. Evans,English,7.3,28549298.0,9190502983.0,,15,0.0,43600.0,49700.0,2.0,24800.0
692,Mr. Turner,120,UK,Biography,Rated,150,2014-12-19,Mike Leigh,English,6.8,3958500.0,10893180888.0,,26,799.0,0.0,41200.0,11.0,3700.0
693,Another Year,236,UK,Comedy,Rated,129,2010-12-29,Mike Leigh,English,7.3,3205706.0,10639535233.0,1435263724.0,19,1067.0,25900.0,41200.0,11.0,3700.0
694,Ruby Sparks,261,USA,Comedy,Rated,104,2012-07-25,Jonathan Dayton,English,7.2,2540106.0,10187347362.0,1490816438.0,23,979.0,16800.0,75100.0,3.0,25000.0
695,Rudderless,18,USA,Comedy,Rated,105,2014-10-17,William H. Macy,English,7.5,58293.0,10893180888.0,1619719448.0,56,749.0,28400.0,58.3,1.0,58.3
696,Rules Don't Apply,2386,USA,Comedy,Rated,127,2016-11-23,Warren Beatty,English,5.7,3652206.0,11149116327.0,1321791183.0,35,914.0,0.0,255900.0,5.0,51200.0
697,Rush Hour 3,3778,USA,Action,Rated,91,2007-08-10,Brett Ratner,English,6.2,140125968.0,9190502983.0,1007869230.0,26,861.0,72250.0,1130800.0,10.0,113100.0
698,Rust and Bone,168,France,Drama,Rated,120,2012-11-23,Jacques Audiard,French,7.5,2062027.0,10187347362.0,1490190858.0,38,1381.0,31850.0,5400.0,4.0,1400.0
699,Dheepan,26,France,Crime,Rated,115,2016-05-06,Jacques Audiard,Tamil,7.2,248392.0,11149116327.0,,32,850.0,0.0,5400.0,4.0,1400.0
700,Boo! A Madea Halloween,2299,USA,Comedy,Rated,103,2016-10-21,Tyler Perry,English,4.7,73206343.0,11149116327.0,1321791183.0,46,0.0,59000.0,864000.0,17.0,50800.0
701,Tyler Perry's Boo 2! A Madea Halloween,2388,USA,Comedy,Rated,0,2017-10-20,Tyler Perry,English,,44494463.0,11216236720.0,1302997778.0,47,0.0,59000.0,864000.0,17.0,50800.0
702,For Colored Girls,2127,USA,Drama,Rated,133,2010-11-05,Tyler Perry,English,6.0,37729698.0,10639535233.0,1834327761.0,26,574.0,0.0,864000.0,17.0,50800.0
703,The Book of Eli,3111,USA,Action,Rated,118,2010-01-15,Albert Hughes,English,6.9,94835059.0,10639535233.0,2041030428.0,16,766.0,66366.66666666669,178800.0,5.0,35800.0
704,The Book of Henry,650,USA,Crime,Rated,105,2017-06-16,Colin Trevorrow,English,6.5,4288104.0,11216236720.0,,46,432.0,25000.0,660600.0,3.0,220200.0
705,Jurassic World,4291,USA,Action,Rated,124,2015-06-12,Colin Trevorrow,English,7.0,652270625.0,10354970864.0,2268082751.0,40,730.0,145433.33333333337,660600.0,3.0,220200.0
706,The Boss Baby,3829,USA,Animation,Rated,97,2017-03-31,Tom McGrath,English,6.4,175001663.0,11216236720.0,,36,710.0,46000.0,913400.0,5.0,182700.0
707,Megamind,3949,USA,Animation,Rated,95,2010-11-05,Tom McGrath,English,7.3,148415853.0,10639535233.0,,26,485.0,63866.66666666666,913400.0,5.0,182700.0
708,The Bounty Hunter,3118,USA,Action,Rated,110,2010-03-19,Andy Tennant,English,5.5,67061228.0,10639535233.0,2041030428.0,26,726.0,50000.0,598000.0,9.0,66400.0
709,Fool's Gold,3125,USA,Action,Rated,112,2008-02-08,Andy Tennant,English,5.7,70231041.0,9767268194.0,1481747614.0,31,1164.0,40650.0,598000.0,9.0,66400.0
710,Wild Oats,100,USA,Action,Rated,86,2016-09-16,Andy Tennant,English,5.6,40598.0,11149116327.0,2953177273.0,54,655.0,31800.0,598000.0,9.0,66400.0
711,The Bourne Ultimatum,3701,USA,Action,Rated,115,2007-08-03,Paul Greengrass,English,8.1,227471070.0,9190502983.0,1007869230.0,26,965.0,64600.0,740600.0,8.0,92600.0
712,Green Zone,3004,UK,Action,Rated,115,2010-03-12,Paul Greengrass,English,6.8,35053660.0,10639535233.0,2041030428.0,26,582.0,0.0,740600.0,8.0,92600.0
713,The Boxtrolls,3464,USA,Animation,Rated,96,2014-09-26,Graham Annable,English,6.8,50837305.0,10893180888.0,,46,894.0,36066.66666666666,50800.0,1.0,50800.0
714,The Boy Next Door,2615,USA,Mystery,Rated,91,2015-01-23,Rob Cohen,English,4.7,35423380.0,10354970864.0,,33,865.0,37500.0,638400.0,12.0,53200.0
715,Alex Cross,2541,USA,Action,Rated,101,2012-10-19,Rob Cohen,English,5.1,25888412.0,10187347362.0,2117507233.0,44,590.0,43750.0,638400.0,12.0,53200.0
716,The Mummy: Tomb of the Dragon Emperor,3778,USA,Action,Rated,112,2008-08-01,Rob Cohen,English,5.2,102491776.0,9767268194.0,1481747614.0,34,879.0,38900.0,638400.0,12.0,53200.0
717,Boyhood,775,USA,Drama,Rated,165,2014-07-11,Richard Linklater,English,7.9,25352281.0,10893180888.0,1338281892.0,28,658.0,0.0,203900.0,18.0,11300.0
718,Me and Orson Welles,134,UK,Drama,Rated,114,2009-11-25,Richard Linklater,English,6.8,1190003.0,9750709587.0,1089198448.0,29,1198.0,34150.0,203900.0,18.0,11300.0
719,Before Midnight,897,USA,Drama,Rated,109,2013-05-24,Richard Linklater,English,7.9,8114627.0,11041914748.0,1670662348.0,44,978.0,11350.0,203900.0,18.0,11300.0
720,Bernie,332,USA,Biography,Rated,104,2012-04-27,Richard Linklater,English,6.8,9206470.0,10187347362.0,,36,997.0,59050.0,203900.0,18.0,11300.0
721,Everybody Wants Some!!,454,USA,Comedy,Rated,117,2016-03-30,Richard Linklater,English,7.0,3400278.0,11149116327.0,1321791183.0,42,,28500.0,203900.0,18.0,11300.0
722,The Boys Are Back,108,Australia,Drama,Rated,104,2009-09-25,Scott Hicks,English,6.9,809752.0,9750709587.0,1089198448.0,32,929.0,21000.0,178900.0,7.0,25600.0
723,No Reservations,2425,USA,Comedy,Rated,104,2007-07-27,Scott Hicks,English,6.3,43107979.0,9190502983.0,1955138318.0,11,1000.0,51066.66666666666,178900.0,7.0,25600.0
724,Glass: A Portrait of Philip in Twelve Parts,1,Australia,Documentary,Unrated,119,2008-04-18,Scott Hicks,English,7.4,20018.0,9767268194.0,70723219.0,34,,0.0,178900.0,7.0,25600.0
725,The Lucky One,3175,USA,Drama,Rated,101,2012-04-20,Scott Hicks,English,6.5,60457138.0,10187347362.0,1490190858.0,36,1060.0,37700.0,178900.0,7.0,25600.0
726,The Vow,3038,USA,Drama,Rated,104,2012-02-10,Michael Sucsy,English,6.8,125014030.0,10187347362.0,1490190858.0,29,846.0,54566.66666666666,125000.0,1.0,125000.0
727,Hidden Figures,3416,USA,Biography,Rated,127,2016-12-25,Theodore Melfi,English,7.8,169387004.0,11149116327.0,,26,1052.0,70350.0,213700.0,2.0,106900.0
728,High School Musical 3: Senior Year,3626,USA,Comedy,Rated,112,2008-10-24,Kenny Ortega,English,4.6,90559416.0,9767268194.0,1427703732.0,37,196.0,42600.0,205000.0,4.0,51200.0
729,Higher Ground,81,USA,Drama,Rated,109,2011-08-26,Vera Farmiga,English,6.3,841733.0,10589599184.0,1687447132.0,38,0.0,0.0,842.0,1.0,842.0
730,Hit and Run,2870,USA,Action,Rated,100,2012-08-22,David Palmer,English,6.1,13749300.0,10187347362.0,2117507233.0,46,0.0,38000.0,13700.0,1.0,13700.0
731,Hitchcock,561,USA,Biography,Rated,98,2012-11-23,Sacha Gervasi,English,6.8,6008677.0,10187347362.0,,38,1225.0,54766.66666666666,6700.0,2.0,3300.0
732,The Hitman's Bodyguard,3377,USA,Action,Rated,118,2017-08-18,Patrick Hughes,English,7.0,75468583.0,11216236720.0,2297451379.0,42,457.0,53100.0,114800.0,3.0,38300.0
733,The Expendables 3,3221,USA,Action,Rated,126,2014-08-15,Patrick Hughes,English,6.1,39322544.0,10893180888.0,2225063194.0,38,1454.0,74433.33333333331,114800.0,3.0,38300.0
734,Red Hill,5,Australia,Thriller,Rated,95,2010-11-05,Patrick Hughes,English,6.4,21087.0,10639535233.0,,26,814.0,0.0,114800.0,3.0,38300.0
735,Due Date,3365,USA,Comedy,Rated,95,2010-11-05,Todd Phillips,English,6.6,100539043.0,10639535233.0,1435263724.0,26,516.0,57500.0,1038100.0,10.0,103800.0
736,The DUFF,2622,USA,Comedy,Rated,101,2015-02-20,Ari Sandel,English,6.5,34030343.0,10354970864.0,1272411206.0,31,628.0,39400.0,34000.0,1.0,34000.0
737,Duran Duran: Unstaged,0,USA,Documentary,Rated,121,2014-09-10,David Lynch,English,6.8,110746.0,10893180888.0,49307450.0,46,303.0,0.0,98100.0,9.0,10900.0
738,Dylan Dog: Dead of Night,875,USA,Action,Rated,107,2011-04-29,Kevin Munroe,English,5.1,1186538.0,10589599184.0,1491832495.0,40,920.0,67700.0,55300.0,2.0,27700.0
739,The Identical,1956,USA,Drama,Rated,107,2014-09-05,Dustin Marcellino,English,5.1,2827666.0,10893180888.0,1338281892.0,46,387.0,42700.0,2800.0,1.0,2800.0
740,The Ides of March,2199,USA,Drama,Rated,101,2011-10-07,George Clooney,English,7.1,40962534.0,10589599184.0,1687447132.0,38,710.0,52200.0,203700.0,6.0,34000.0
741,Leatherheads,2798,USA,Comedy,Rated,114,2008-04-04,George Clooney,English,6.0,31373938.0,9767268194.0,1427703732.0,34,1252.0,23100.0,203700.0,6.0,34000.0
742,The Monuments Men,3083,USA,Drama,Rated,118,2014-02-07,George Clooney,English,6.1,78031620.0,10893180888.0,1338281892.0,29,974.0,62000.0,203700.0,6.0,34000.0
743,The Imaginarium of Doctor Parnassus,607,UK,Adventure,Rated,123,2009-12-25,Terry Gilliam,English,6.8,7689607.0,9750709587.0,2689254029.0,23,921.0,48600.0,216000.0,10.0,21600.0
744,The Imitation Game,2402,UK,Biography,Rated,114,2014-11-28,Morten Tyldum,English,8.0,91125683.0,10893180888.0,,25,1100.0,61200.0,192500.0,4.0,48100.0
