,Unnamed: 0,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross
3238,5218,This Is Martin Bonner,2013,0,USA,Drama,Rated,83,6/21/2013,Chad Hartigan,"['Paul Eenhoorn', ' Demetrius Grosse', ' Tom Plunkett']",English,6.6,13888.0
3239,5221,This Is Not a Film,2011,5,Iran,Documentary,Unrated,75,2/29/2012,Mojtaba Mirtahmasb,"['Jafar Panahi', ' Igi', ' Mrs. Gheirat']",Persian,7.5,77016.0
3240,5222,This Is Not What I Expected,2017,36,China,Comedy,Rated,106,5/5/2017,Derek Hui,"['Takeshi Kaneshiro', ' Dongyu Zhou', ' Yi-zhou Sun']",,6.5,337670.0
3241,5224,This Is the End,2013,3055,USA,Comedy,Rated,107,6/12/2013,Evan Goldberg,"['James Franco', ' Jonah Hill', ' Seth Rogen']",English,6.6,101470202.0
3242,5225,This Is Where I Leave You,2014,2868,USA,Comedy,Rated,103,9/19/2014,Shawn Levy,"['Jason Bateman', ' Tina Fey', ' Jane Fonda']",English,6.6,34296320.0
3243,5226,This Isn't Funny,2015,1,USA,Comedy,Rated,86,11/6/2015,Paul Ashton,"['Paul Ashton', ' Ahmed Bharoocha', ' Gia Carides']",English,6.5,5654.0
3244,5227,This Last Lonely Place,2014,4,USA,Crime,Rated,85,8/12/2016,Steve Anderson,"['Rhys Coiro', ' Xander Berkeley', ' Carly Pope']",English,8.1,20507.0
3245,5228,This Means War,2012,3189,USA,Action,Rated,103,2/17/2012,McG,"['Reese Witherspoon', ' Chris Pine', ' Tom Hardy']",English,6.3,54760791.0
3246,5229,This Must Be the Place,2011,15,Italy,Comedy,Rated,118,11/2/2012,Paolo Sorrentino,"['Sean Penn', ' Olwen Fouere', ' Eve Hewson']",English,6.7,143979.0
3250,5236,Thoda Pyaar Thoda Magic,2008,68,India,Comedy,Rated,145,6/27/2008,Kunal Kohli,"['Rishi Kapoor', ' Saif Ali Khan', ' Rani Mukerji']",Hindi,4.9,365401.0
3251,5237,Thomas & Friends: Sodor's Legend of the Lost Treasure,2015,0,UK,Animation,Unrated,63,1/1/2018,David Stoten,"['Mark Moraghan', ' John Hurt', ' Eddie Redmayne']",English,6.3,0.0
3252,5238,Thomas & Friends: The Great Race,2016,0,UK,Animation,Unrated,61,1/1/2018,David Stoten,"['Mark Moraghan', ' Tina Desai', ' John Hasler']",English,5.4,0.0
3255,5242,Thor,2011,3963,USA,Action,Rated,115,5/6/2011,Kenneth Branagh,"['Chris Hemsworth', ' Natalie Portman', ' Tom Hiddleston']",English,7.0,181030624.0
3256,5243,Thor: Ragnarok,2017,4080,USA,Action,Rated,130,11/3/2017,Taika Waititi,"['Chris Hemsworth', ' Tom Hiddleston', ' Cate Blanchett']",English,8.2,173273707.0
3257,5244,Thor: The Dark World,2013,3841,USA,Action,Rated,112,11/8/2013,Alan Taylor,"['Chris Hemsworth', ' Natalie Portman', ' Tom Hiddleston']",English,7.0,206362140.0
3258,5245,The Thorn in the Heart,2009,1,France,Documentary,Rated,86,4/2/2010,Michel Gondry,"['Suzette Gondry', ' Jean-Yves Gondry', ' Michel Gondry']",French,6.3,7376.0
3259,5246,Thoroughbreds,2017,0,USA,Drama,Rated,90,3/9/2018,Cory Finley,"['Anya Taylor-Joy', ' Olivia Cooke', ' Anton Yelchin']",English,7.4,0.0
3260,5251,A Thousand Words,2012,1895,USA,Comedy,Rated,91,3/9/2012,Brian Robbins,"['Eddie Murphy', ' Kerry Washington', ' Emanuel Ragsdale']",English,5.9,18450127.0
3261,5252,A Thousand Years of Good Prayers,2007,7,USA,Drama,Unrated,83,9/19/2008,Wayne Wang,"['Henry O', ' Pasha D. Lychnikoff', ' Feihong Yu']",English,6.7,76806.0
3263,5254,The Next Three Days,2010,23,USA,Crime,Rated,133,6/24/2016,Paul Haggis,"['Russell Crowe', ' Elizabeth Banks', ' Michael Buie']",English,7.4,119550.0
3265,5257,"Three Billboards Outside Ebbing, Missouri",2017,4,UK,Comedy,Rated,115,11/10/2017,Martin McDonagh,"['Abbie Cornish', ' Peter Dinklage', ' Samara Weaving']",English,8.2,102828.0
3269,5267,Three Monkeys,2008,3,Turkey,Drama,Unrated,109,3/27/2009,Nuri Bilge Ceylan,"['Yavuz Bingol', ' Hatice Aslan', ' Ahmet Rifat Sungar']",Turkish,7.4,41343.0
3270,5268,Three Night Stand,2013,10,Canada,Comedy,Unrated,86,1/16/2015,Pat Kiely,"['Sam Huntington', ' Meaghan Rath', ' Darren Curtis']",English,4.7,4076.0
3271,5272,Three Seconds,2017,0,Poland,Action,Rated,0,8/17/2018,Miles Roston,"['Nawazuddin Siddiqui', "" Patrick O'Kane""]",,,0.0
3272,5273,Three Stars,2010,1,Germany,Documentary,Unrated,90,9/21/2012,Lutz Hachmeister,"['Yannick Alléno', ' Elena Arzak', ' Juan María Arzak']",German,6.3,8942.0
3273,5274,The Three Stooges,2012,3482,USA,Comedy,Rated,92,4/13/2012,Bobby Farrelly,"['Sean Hayes', ' Will Sasso', ' Chris Diamantopoulos']",English,5.1,44338224.0
3274,5277,Three Worlds,2012,1,France,Drama,Rated,101,6/21/2013,Catherine Corsini,"['Raphaël Personnaz', ' Clotilde Hesme', ' Arta Dobroshi']",French,6.5,3952.0
3276,5281,Through a Lens Darkly: Black Photographers and the Emergence of a People,2014,3,USA,Documentary,Rated,90,8/27/2014,Thomas Allen Harris,"['Arthé Anthony', ' Anthony Barboza', ' Hugh Bell']",English,6.6,65169.0
3278,5283,Throw Down Your Heart,2008,4,USA,Documentary,Rated,97,3/13/2009,Sascha Paladino,"['Bela Fleck', ' The Jatta Family', ' Bassékou Kouyaté']",English,7.7,89521.0
3280,5288,Thunder and the House of Magic,2013,10,Belgium,Animation,Unrated,85,9/5/2014,Jeremy Degruson,"['Cinda Adams', ' George Babbit', ' Brianne Brozey']",English,6.3,4091.0
