,Title,Theaters_x,Country_x,Genre_x,Rated_x,Runtime_x,Open_x,Language_x,imdbRating_x,Actorinfluenceaverage,if_actorinfluence,Average Gross for each movie,if_average_gross,googletrends,last year_totalgross,genre_gross,count_num,Total Gross_x
1976,Now You See Me 2,3232,3,4,1,129,10/06/2016,1,6.5,51933.33333,1,,0,627.0,11149116327.0,2953177273.0,42.0,65075540
1977,"Now, Forager",4,1,1,0,93,03/10/2012,1,6.4,0.0,0,,0,0.0,10187347362.0,1490190858.0,44.0,11146
1978,NOW: In the Wings on a World Stage,3,1,3,0,97,02/05/2014,1,7.2,39200.0,1,,0,0.0,10893180888.0,49307450.0,41.0,49591
1979,Nowhere Boy,215,2,6,1,98,08/10/2010,1,7.2,0.0,0,83800.0,1,640.0,10639535233.0,,34.0,1457248
1980,Nowitzki: The Perfect Shot,4,6,3,0,105,10/07/2015,8,7.6,0.0,0,,0,350.0,10354970864.0,88392417.0,35.0,41340
1981,Embrace of the Serpent,93,6,9,0,125,17/02/2016,4,7.9,0.0,0,,0,1092.0,11149116327.0,3051739355.0,26.0,1329249
1982,Emma Smith: My Story,42,1,6,1,98,11/04/2008,1,6.7,0.0,0,,0,0.0,9767268194.0,,34.0,881787
1983,The Emoji Movie,4075,1,7,1,86,28/07/2017,1,2.5,68900.0,1,,0,592.0,11216236720.0,,28.0,85926568
1984,Emperor,311,6,1,1,105,08/03/2013,1,6.5,58500.0,1,,0,810.0,11041914748.0,1670662348.0,41.0,3346265
1985,Empire of Lust,1,6,4,1,113,06/03/2015,7,5.9,0.0,0,,0,258.0,10354970864.0,2268082751.0,33.0,10654
1986,The Empty Hours,3,6,1,0,101,11/07/2014,4,6.4,0.0,0,,0,149.0,10893180888.0,1338281892.0,28.0,8244
1987,Emptying the Skies,2,1,3,1,78,22/04/2015,1,7.5,0.0,0,,0,523.0,10354970864.0,88392417.0,45.0,11811
1988,Enchanted,3730,1,7,1,107,21/11/2007,1,7.1,66800.0,1,,0,752.0,9190502983.0,,27.0,127807262
1989,Encounters at the End of the World,39,1,3,1,99,11/06/2008,1,7.8,20100.0,1,1800.0,1,423.0,9767268194.0,70723219.0,29.0,944933
1990,The End of Love,3,1,1,0,89,01/03/2013,1,6.0,40000.0,1,,0,891.0,11041914748.0,1670662348.0,41.0,9342
1991,The End of Poverty?,5,1,3,1,106,13/11/2009,1,7.4,0.0,0,,0,0.0,9750709587.0,87432868.0,29.0,57805
1992,The End of the Tour,355,1,6,1,106,31/07/2015,1,7.3,62000.0,1,6200.0,1,0.0,10354970864.0,,35.0,3002884
1993,The End of Time,1,6,3,1,109,29/11/2013,1,5.9,0.0,0,,0,1042.0,11041914748.0,131885122.0,42.0,4375
1994,End of Watch,2780,1,4,1,109,21/09/2012,1,7.7,34600.0,1,82000.0,1,532.0,10187347362.0,2117507233.0,43.0,41003371
1995,Ender's Game,3407,1,4,1,114,01/11/2013,1,6.7,79000.0,1,,0,681.0,11041914748.0,2219810902.0,42.0,61737191
1996,Endgame,14,5,5,1,60,06/11/2009,1,7.7,0.0,0,,0,852.0,9750709587.0,,29.0,9645
1997,Endless Poetry,18,6,6,0,128,14/07/2017,4,7.7,0.0,0,,0,690.0,11216236720.0,,28.0,153440
1998,Enemies of the People,6,2,3,0,93,30/07/2010,1,7.9,0.0,0,,0,0.0,10639535233.0,187290939.0,31.0,73171
1999,Enemy,120,5,12,1,91,14/03/2014,1,6.9,34600.0,1,43400.0,1,1628.0,10893180888.0,,47.0,1008726
2000,The English Teacher,7,1,2,1,93,17/05/2013,1,5.8,33900.0,1,,0,0.0,11041914748.0,1050654625.0,44.0,104810
2001,English Vinglish,88,4,2,0,134,05/10/2012,3,7.9,0.0,0,,0,610.0,10187347362.0,1490816438.0,44.0,1862086
2002,Enlighten Up!,12,1,3,0,82,12/09/2008,1,6.4,0.0,0,,0,0.0,9767268194.0,70723219.0,30.0,246649
2003,Enough Said,835,1,2,1,93,18/09/2013,1,7.1,0.0,0,8100.0,1,658.0,11041914748.0,1050654625.0,51.0,17550872
2004,Enter the Void,13,3,1,0,161,24/09/2010,1,7.3,0.0,0,,0,1180.0,10639535233.0,1834327761.0,36.0,336467
2005,Entertainment,9,4,4,0,140,13/11/2015,3,4.8,0.0,0,,0,1222.0,10354970864.0,2268082751.0,38.0,55506
2006,SBK The-Movie,6,1,2,1,84,03/04/2015,1,7.6,0.0,0,,0,0.0,10354970864.0,1272411206.0,45.0,4950
2007,Scary Movie 5,3402,1,2,1,86,12/04/2013,1,3.5,0.0,0,46300.0,1,804.0,11041914748.0,1050654625.0,37.0,32015787
2008,Scatter My Ashes at Bergdorf's,38,1,3,1,93,03/05/2013,1,6.2,15900.0,1,,0,0.0,11041914748.0,131885122.0,44.0,518342
2009,Scenic Route,682,1,1,1,82,23/08/2013,1,6.5,76900.0,1,,0,1181.0,11041914748.0,1670662348.0,44.0,3434
2010,Love School Life,13,6,4,1,0,08/09/2017,3,7.3,0.0,0,,0,0.0,11216236720.0,2297451379.0,47.0,37381
2011,Score: A Film Music Documentary,8,1,3,1,93,16/06/2017,1,6.8,0.0,0,,0,0.0,11216236720.0,50850748.0,46.0,97891
2012,Scott Pilgrim vs. the World,2820,1,4,1,112,13/08/2010,1,7.5,50900.0,1,40500.0,1,900.0,10639535233.0,2041030428.0,26.0,31524275
2013,Scouts Guide to the Zombie Apocalypse,1509,1,4,1,93,30/10/2015,1,6.3,24400.0,1,,0,757.0,10354970864.0,2268082751.0,53.0,3703046
2014,Scream 4,3314,1,8,1,111,15/04/2011,1,6.2,0.0,0,36200.0,1,827.0,10589599184.0,531211616.0,40.0,38180928
2015,A Screaming Man,1,3,1,0,92,13/04/2011,2,6.8,0.0,0,,0,100.0,10589599184.0,1687447132.0,40.0,9862
2016,Ex Machina,2004,2,1,1,108,10/04/2015,1,7.7,79200.0,1,25400.0,1,869.0,10354970864.0,1679582816.0,45.0,25442958
2017,Examined Life,6,5,3,1,87,25/02/2009,1,7.1,0.0,0,,0,198.0,9750709587.0,87432868.0,18.0,120712
2018,The Exception,48,2,1,1,107,02/06/2017,1,6.8,89400.0,1,,0,632.0,11216236720.0,1339173437.0,46.0,708973
2019,Exhibition,1,2,1,0,104,20/06/2014,1,5.4,99900.0,1,,0,0.0,10893180888.0,1338281892.0,42.0,14344
2020,Exit Through the Gift Shop,46,2,3,1,87,16/04/2010,1,8.0,0.0,0,,0,1172.0,10639535233.0,187290939.0,30.0,3291250
2021,Exodus: Gods and Kings,3503,2,4,1,150,12/12/2014,1,6.0,59900.0,1,69000.0,1,1016.0,10893180888.0,2225063194.0,26.0,65014513
2022,The Expedition to the End of the World,4,6,3,0,90,20/08/2014,1,7.0,0.0,0,,0,0.0,10893180888.0,49307450.0,38.0,39115
2023,Rakuen Tsuiho: Expelled from Paradise,13,6,7,1,104,13/12/2014,6,6.9,0.0,0,,0,0.0,10893180888.0,,26.0,34510
2024,Expelled: No Intelligence Allowed,1052,1,3,1,90,18/04/2008,1,3.7,0.0,0,,0,302.0,9767268194.0,70723219.0,34.0,7720487
2025,The Expendables,3398,1,4,1,103,13/08/2010,1,6.5,50333.33333,1,78300.0,1,1146.0,10639535233.0,2041030428.0,26.0,103068524
2026,The Expendables 2,3355,1,4,1,103,17/08/2012,1,6.6,50333.33333,1,71000.0,1,980.0,10187347362.0,2117507233.0,46.0,85028192
2027,The Expendables 3,3221,1,4,1,126,15/08/2014,1,6.1,74433.33333,1,38300.0,1,1454.0,10893180888.0,2225063194.0,38.0,39322544
2028,Experimenter,30,1,6,1,98,16/10/2015,1,6.6,0.0,0,,0,304.0,10354970864.0,,53.0,155575
2029,Expired,3,1,2,1,107,20/06/2008,1,6.1,0.0,0,,0,438.0,9767268194.0,1427703732.0,29.0,29796
2030,The Exploding Girl,3,1,1,0,79,12/03/2010,1,6.3,15000.0,1,,0,676.0,10639535233.0,1834327761.0,26.0,25572
2031,Exporting Raymond,13,1,3,1,86,29/04/2011,13,6.9,0.0,0,,0,577.0,10589599184.0,93825307.0,40.0,87727
2032,The Express,2810,1,6,1,130,10/10/2008,1,7.3,31300.0,1,,0,1129.0,9767268194.0,,37.0,9793406
2033,The Extra Man,33,3,2,1,108,30/07/2010,1,5.9,23100.0,1,,0,536.0,10639535233.0,1435263724.0,31.0,453377
2034,Extract,1614,1,2,1,92,04/09/2009,1,6.2,64333.333329999994,1,21300.0,1,452.0,9750709587.0,2099450726.0,32.0,10823158
2035,Extraction,13,1,1,1,85,18/12/2015,1,6.6,0.0,0,,0,394.0,10354970864.0,1679582816.0,34.0,16775
2036,Extraordinary Measures,2549,1,1,1,106,22/01/2010,1,6.5,78050.0,1,30900.0,1,975.0,10639535233.0,1834327761.0,16.0,12068313
2037,Extraordinary Mission,20,6,4,1,117,07/04/2017,5,6.3,0.0,0,,0,285.0,11216236720.0,2297451379.0,38.0,54174
2038,Extraordinary Ordinary People,1,1,3,1,84,15/09/2017,1,6.350375411,0.0,0,,0,0.0,11216236720.0,50850748.0,47.0,880
2039,Extremely Loud & Incredibly Close,2630,1,9,1,129,25/12/2011,1,6.9,66133.33333,1,25900.0,1,791.0,10589599184.0,3790716290.0,25.0,31847881
2040,August,1,1,1,1,88,11/07/2008,1,5.4,48533.33333,1,,0,1174.0,9767268194.0,1293680617.0,24.0,12636
2041,August Evening,4,1,1,1,128,05/09/2008,4,7.0,0.0,0,,0,0.0,9767268194.0,1293680617.0,30.0,74759
2042,August Rush,2310,1,1,1,114,21/11/2007,1,7.5,32400.0,1,,0,923.0,9190502983.0,1566075796.0,27.0,31664162
2043,August: Osage County,2411,1,1,1,121,27/12/2013,1,7.2,50300.0,1,18600.0,1,1214.0,11041914748.0,1670662348.0,27.0,37738810
2044,Augustine,10,3,1,0,102,17/05/2013,2,6.0,0.0,0,,0,1173.0,11041914748.0,1670662348.0,44.0,107352
2045,Aurora,1,6,1,1,181,29/06/2011,18,6.7,0.0,0,,0,727.0,10589599184.0,1687447132.0,30.0,5677
2046,Austenland,274,2,2,1,97,16/08/2013,1,6.3,0.0,0,,0,1106.0,11041914748.0,1050654625.0,44.0,2159041
2047,Australia,2721,2,9,1,165,26/11/2008,1,6.6,0.0,0,62000.0,1,1266.0,9767268194.0,2920391521.0,22.0,49554002
2048,Author: The JT LeRoy Story,27,1,3,1,110,09/09/2016,1,7.2,0.0,0,,0,0.0,11149116327.0,65052467.0,54.0,85999
2049,Auto Shop of Horrors,1,1,2,1,0,23/09/2016,1,6.350375411,0.0,0,,0,0.0,11149116327.0,1321791183.0,54.0,4300
2050,The Autobiography of Nicolae Ceausescu,3,6,3,1,180,09/09/2011,18,7.8,0.0,0,,0,0.0,10589599184.0,93825307.0,43.0,34023
2051,The Automatic Hate,3,1,2,0,97,11/03/2016,1,6.3,0.0,0,,0,200.0,11149116327.0,1321791183.0,42.0,4603
2052,Avatar,3461,2,4,1,162,18/12/2009,1,7.8,77166.66667,1,219600.0,1,850.0,9750709587.0,1961967999.0,23.0,7497661390
2053,Avengers: Age of Ultron,4276,1,4,1,141,01/05/2015,1,7.4,92700.0,1,278100.0,1,1228.0,10354970864.0,2268082751.0,45.0,459005868
2054,Awake,2023,1,5,1,84,30/11/2007,1,6.5,55866.666670000006,1,,0,911.0,9190502983.0,,27.0,14377198
2055,Awake: The Life of Yogananda,21,1,3,1,87,10/10/2014,1,7.3,0.0,0,,0,193.0,10893180888.0,49307450.0,56.0,1539680
2056,Away We Go,506,1,2,1,98,05/06/2009,1,7.1,23100.0,1,119100.0,1,823.0,9750709587.0,2099450726.0,24.0,9451946
2057,De Dana Dan,69,4,2,1,162,27/11/2009,3,5.2,0.0,0,,0,1119.0,9750709587.0,2099450726.0,29.0,944979
2058,De Palma,19,1,3,1,110,10/06/2016,1,7.4,165.0,1,3200.0,1,928.0,11149116327.0,65052467.0,42.0,165237
2059,The Dead Lands,3,6,4,1,107,17/04/2015,62,6.3,0.0,0,,0,675.0,10354970864.0,2268082751.0,45.0,5240
2060,Dead Man Down,2188,1,4,1,118,08/03/2013,1,6.5,39866.66667,1,,0,964.0,11041914748.0,2219810902.0,41.0,10895295
2061,Dead Man's Burden,3,1,1,0,93,03/05/2013,1,5.5,0.0,0,,0,0.0,11041914748.0,1670662348.0,44.0,29634
2062,Dead Silence,1806,1,8,1,89,16/03/2007,1,6.2,0.0,0,101600.0,1,885.0,9190502983.0,553237666.0,14.0,16809076
2063,Dead Snow,4,6,2,0,91,19/06/2009,14,6.3,0.0,0,27900.0,1,1863.0,9750709587.0,2099450726.0,24.0,46742
2064,Dead Snow 2: Red vs. Dead,25,6,4,1,100,10/10/2014,14,6.9,0.0,0,27900.0,1,392.0,10893180888.0,2225063194.0,56.0,37473
2065,Deadly Renovations,13,1,8,0,85,08/06/2012,1,3.0,0.0,0,,0,0.0,10187347362.0,404326975.0,29.0,146146
2066,Deadpool,3856,1,4,1,108,12/02/2016,1,8.0,53100.0,1,,0,693.0,11149116327.0,2953177273.0,26.0,363070709
2067,Deadtime,18,2,8,0,97,11/05/2012,1,2.2,0.0,0,,0,189.0,10187347362.0,404326975.0,34.0,156072
2068,Deal,51,1,1,1,86,25/04/2008,1,5.4,0.0,0,,0,1111.0,9767268194.0,1293680617.0,34.0,61626
2069,Dealin' with Idiots,3,1,2,0,88,12/07/2013,1,5.4,0.0,0,,0,295.0,11041914748.0,1050654625.0,32.0,17909
2070,Dean,83,1,2,1,94,02/06/2017,1,6.2,0.0,0,255.0,1,1455.0,11216236720.0,1302997778.0,46.0,254536
2071,Dear John,3062,1,1,1,108,05/02/2010,1,6.3,52200.0,1,,0,1405.0,10639535233.0,1834327761.0,22.0,80014842
2072,Dear Mr. Watterson,9,1,3,1,89,15/11/2013,1,6.4,48100.0,1,,0,527.0,11041914748.0,131885122.0,42.0,23899
2073,Dear White People,393,1,2,1,108,17/10/2014,1,6.2,47950.0,1,,0,384.0,10893180888.0,1619719448.0,56.0,4404154
2074,Dear Zachary: A Letter to a Son About His Father,3,1,3,0,95,31/10/2008,1,8.6,0.0,0,,0,0.0,9767268194.0,70723219.0,37.0,18334
2075,Dear Zindagi,156,4,1,0,151,23/11/2016,3,7.7,0.0,0,,0,1896.0,11149116327.0,2060252692.0,35.0,2376479
2076,Death by China,3,1,3,0,78,17/08/2012,1,6.1,0.0,0,,0,100.0,10187347362.0,82817592.0,46.0,38492
2077,Death Defying Acts,2,2,1,1,97,11/07/2008,1,5.8,43950.0,1,9700.0,1,987.0,9767268194.0,1293680617.0,24.0,5665
2078,The Death Factory Bloodletting,1,1,8,0,87,15/05/2009,1,4.4,0.0,0,,0,277.0,9750709587.0,293647307.0,27.0,4638
2079,Death in Love,4,1,1,1,97,17/07/2009,1,5.0,26550.0,1,31700.0,1,644.0,9750709587.0,1089198448.0,26.0,23412
2080,Death Metal Angola,1,1,3,1,90,07/11/2014,10,7.5,0.0,0,,0,100.0,10893180888.0,49307450.0,25.0,4674
2081,Death of a Ghost Hunter,1,1,8,0,107,12/06/2009,1,4.5,0.0,0,,0,199.0,9750709587.0,293647307.0,24.0,3984
2082,Death of a Superhero,1,6,7,0,97,04/05/2012,1,7.1,0.0,0,,0,797.0,10187347362.0,,34.0,607
2083,The Death of Louis XIV,6,3,6,1,115,31/03/2017,53,7.0,0.0,0,,0,552.0,11216236720.0,,36.0,43113
2084,Death of the Virgin,3,6,8,0,103,10/02/2012,1,3.3,0.0,0,,0,100.0,10187347362.0,404326975.0,29.0,25247
2085,Death Race,2586,1,4,1,105,22/08/2008,1,6.4,41400.0,1,36800.0,1,1310.0,9767268194.0,1481747614.0,34.0,36316032
2086,Death Sentence,1823,1,4,1,105,31/08/2007,1,6.8,38850.0,1,101600.0,1,966.0,9190502983.0,1007869230.0,26.0,9534258
2087,Death Valley,2,1,2,1,22,16/10/2015,1,7.9,0.0,0,,0,992.0,10354970864.0,1272411206.0,53.0,5211
2088,The Debt,1874,1,1,1,113,31/08/2011,1,6.9,30500.0,1,23400.0,1,789.0,10589599184.0,1687447132.0,38.0,31177548
2089,December Boys,13,6,1,1,105,14/09/2007,1,6.6,155000.0,1,,0,917.0,9190502983.0,1566075796.0,26.0,50715
2090,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7,1,3,0,88,17/04/2013,1,7.1,0.0,0,,0,0.0,11041914748.0,131885122.0,37.0,152791
2091,Declaration of War,11,3,1,0,100,27/01/2012,2,7.0,0.0,0,,0,1008.0,10187347362.0,1490190858.0,30.0,59100
2092,Decoding Annie Parker,13,1,1,1,91,02/05/2014,1,6.3,49800.0,1,,0,723.0,10893180888.0,1338281892.0,41.0,48390
2093,Decoding Deepak,3,1,3,0,83,05/10/2012,1,5.5,0.0,0,,0,251.0,10187347362.0,82817592.0,44.0,9100
2094,The Decoy Bride,1,2,2,1,89,09/03/2012,1,6.2,0.0,0,,0,1153.0,10187347362.0,1490816438.0,49.0,759
2095,Dedication,8,1,2,1,95,24/08/2007,1,6.8,33266.66667,1,,0,701.0,9190502983.0,1955138318.0,26.0,92853
2096,The Deep Blue Sea,61,2,1,1,98,23/03/2012,1,6.3,0.0,0,,0,1296.0,10187347362.0,1490190858.0,49.0,1126525
2097,Deep Gold,25,6,11,1,19,22/04/2011,1,8.4,0.0,0,,0,297.0,10589599184.0,,40.0,12000
2098,Deepwater Horizon,3403,6,4,1,107,30/09/2016,1,7.2,65400.0,1,75400.0,1,518.0,11149116327.0,2953177273.0,54.0,61433527
2099,Defamation,4,6,3,0,91,20/11/2009,9,7.5,0.0,0,,0,596.0,9750709587.0,87432868.0,29.0,12038
2100,Defendor,4,5,2,1,101,19/02/2010,1,6.8,54500.0,1,,0,714.0,10639535233.0,1435263724.0,22.0,44462
2101,Defiance,1793,1,4,1,137,31/12/2008,1,7.2,43433.33333,1,43700.0,1,934.0,9767268194.0,1481747614.0,28.0,28644813
2102,"Definitely, Maybe",2220,2,2,1,112,14/02/2008,1,7.2,53100.0,1,10800.0,1,966.0,9767268194.0,1427703732.0,31.0,32241649
2103,Delgo,2160,1,7,1,94,12/12/2008,1,4.4,27800.0,1,,0,664.0,9767268194.0,,28.0,694782
2104,Delhi-6,90,4,2,1,141,20/02/2009,3,6.0,0.0,0,,0,291.0,9750709587.0,2099450726.0,18.0,879913
2105,Delhi Belly,90,4,2,0,103,01/07/2011,1,7.6,0.0,0,,0,1029.0,10589599184.0,1376087969.0,36.0,1532594
2106,Deli Man,38,1,3,1,92,27/02/2015,1,7.0,0.0,0,,0,475.0,10354970864.0,88392417.0,31.0,502294
2107,Delicacy,682,3,2,1,108,16/03/2012,2,6.6,0.0,0,,0,1227.0,10187347362.0,1490816438.0,49.0,498584
2108,Deliver Us from Evil,3049,1,8,1,118,02/07/2014,1,6.2,62800.0,1,93100.0,1,607.0,10893180888.0,448523012.0,28.0,30577122
2109,Delivery Man,3036,1,2,1,105,22/11/2013,1,6.4,94950.0,1,13700.0,1,698.0,11041914748.0,1050654625.0,42.0,30664106
2110,Delta Farce,1931,1,4,1,90,11/05/2007,1,3.5,88100.0,1,,0,1037.0,9190502983.0,1007869230.0,13.0,8130530
2111,Demi-soeur,1,3,2,1,90,07/02/2014,2,5.3,0.0,0,,0,0.0,10893180888.0,1619719448.0,29.0,943
2112,Demolition,862,1,2,1,101,08/04/2016,1,7.0,35766.66667,1,,0,382.0,11149116327.0,1321791183.0,51.0,1978592
2113,Demon,24,6,2,1,94,09/09/2016,21,6.1,0.0,0,,0,1339.0,11149116327.0,1321791183.0,54.0,104038
2114,Denial,648,2,6,1,109,30/09/2016,1,6.6,31250.0,1,,0,1063.0,11149116327.0,,54.0,4073489
2115,Departures,27,6,1,1,130,29/05/2009,6,8.1,0.0,0,,0,473.0,9750709587.0,1089198448.0,27.0,1498210
2116,Desbocados,20,6,4,1,88,27/02/2009,4,6.350375411,0.0,0,,0,0.0,9750709587.0,1961967999.0,18.0,27908
2117,The Descendants,2038,1,2,1,115,16/11/2011,1,7.3,67000.0,1,39300.0,1,536.0,10589599184.0,1376087969.0,28.0,82584160
2118,Descent,2,1,1,1,104,10/08/2007,1,4.8,30000.0,1,,0,959.0,9190502983.0,1566075796.0,26.0,15233
2119,Desert Bayou,1,1,3,0,90,05/10/2007,1,6.4,0.0,0,,0,0.0,9190502983.0,102279769.0,31.0,14350
2120,Desert Dancer,36,2,6,1,104,10/04/2015,1,6.1,50800.0,1,,0,796.0,10354970864.0,,45.0,155271
2121,Desert Flower,8,2,6,1,120,18/03/2011,1,7.4,0.0,0,,0,1229.0,10589599184.0,,30.0,44348
2122,Desi Boyz,103,4,2,0,122,25/11/2011,3,5.9,0.0,0,,0,922.0,10589599184.0,1376087969.0,28.0,1078826
2123,Desierto,168,6,1,1,88,14/10/2016,4,6.0,20700.0,1,,0,925.0,11149116327.0,2060252692.0,46.0,2002036
2124,Design Is One: The Vignellis,1,1,3,1,86,11/10/2013,1,6.9,0.0,0,,0,0.0,11041914748.0,131885122.0,34.0,16386
2125,Desperate Acts of Magic,2,1,2,0,86,03/05/2013,1,4.9,0.0,0,,0,266.0,11041914748.0,1050654625.0,44.0,7373
2126,Despicable Me,3602,1,7,1,95,09/07/2010,1,7.7,91766.66667,1,305100.0,1,621.0,10639535233.0,,31.0,251513985
2127,Despicable Me 2,4003,1,7,1,98,03/07/2013,1,7.4,69066.66667,1,305100.0,1,1365.0,11041914748.0,,32.0,368061265
2128,Despicable Me 3,4535,1,7,1,90,30/06/2017,1,6.3,142866.6667,1,,0,1175.0,11216236720.0,,46.0,263829255
2129,Detachment,15,1,1,0,98,16/03/2012,1,7.7,18900.0,1,,0,1351.0,10187347362.0,1490190858.0,49.0,72689
2130,The Details,73,1,2,1,101,02/11/2012,1,6.2,109800.0,1,,0,1501.0,10187347362.0,1490816438.0,38.0,63595
2131,Detective Byomkesh Bakshy!,82,4,4,0,139,03/04/2015,3,7.6,0.0,0,,0,0.0,10354970864.0,2268082751.0,45.0,579055
2132,Detective K: Secret of the Lost Island,19,6,12,1,124,06/03/2015,72,6.4,0.0,0,,0,0.0,10354970864.0,,33.0,185367
2133,Detention of the Dead,2,1,2,0,87,28/06/2013,1,4.6,0.0,0,,0,410.0,11041914748.0,1050654625.0,41.0,1777
2134,Detroit,3007,1,5,1,143,28/07/2017,1,7.6,243700.0,1,25300.0,1,995.0,11216236720.0,,28.0,16790139
2135,Detropia,24,1,3,0,90,07/09/2012,1,6.5,0.0,0,,0,762.0,10187347362.0,82817592.0,43.0,390024
2136,Dev D,4,4,2,1,144,06/02/2009,3,8.1,0.0,0,,0,493.0,9750709587.0,2099450726.0,18.0,18613
2137,Devil,2811,1,8,1,80,17/09/2010,1,6.2,12300.0,1,28500.0,1,1055.0,10639535233.0,584639025.0,36.0,33601190
2138,The Devil Came on Horseback,7,1,3,1,85,25/07/2007,1,7.8,0.0,0,,0,0.0,9190502983.0,102279769.0,11.0,132782
2139,Devil Girl,3,1,10,0,83,18/09/2009,1,3.8,0.0,0,,0,329.0,9750709587.0,,32.0,3244
2140,The Devil Inside,2551,1,8,1,83,06/01/2012,1,4.2,0.0,0,37400.0,1,435.0,10187347362.0,404326975.0,30.0,53261944
2141,The Devil's Double,89,6,6,1,109,29/07/2011,1,7.1,31300.0,1,40300.0,1,903.0,10589599184.0,,36.0,1361512
2142,Devil's Due,2544,1,8,1,89,17/01/2014,1,4.1,0.0,0,,0,428.0,10893180888.0,448523012.0,32.0,15821461
2143,The Devil's Hand,17,1,8,1,86,10/10/2014,1,4.9,23300.0,1,37300.0,1,337.0,10893180888.0,448523012.0,56.0,5746
2144,The Devil's Violinist,10,6,6,1,122,30/01/2015,1,6.1,31500.0,1,,0,0.0,10354970864.0,,33.0,11294
2145,The Devotion of Suspect X,46,1,5,0,112,31/03/2017,5,6.5,0.0,0,,0,194.0,11216236720.0,,36.0,686435
2146,Follow Me: The Yoni Netanyahu Story,19,1,3,0,87,04/05/2012,1,6.5,0.0,0,,0,282.0,10187347362.0,82817592.0,34.0,112679
2147,Food Beware: The French Organic Revolution,1,3,3,1,112,16/10/2009,2,6.5,0.0,0,,0,0.0,9750709587.0,87432868.0,37.0,1181
2148,Food Evolution,3,1,3,1,92,23/06/2017,1,6.9,0.0,0,,0,268.0,11216236720.0,50850748.0,46.0,17181
2149,"Food, Inc.",155,1,3,1,94,12/06/2009,1,7.8,0.0,0,,0,198.0,9750709587.0,87432868.0,24.0,4417674
2150,Fool's Gold,3125,1,4,1,112,08/02/2008,1,5.7,40650.0,1,66400.0,1,1164.0,9767268194.0,1481747614.0,31.0,70231041
2151,Footnote,101,6,2,1,107,09/03/2012,9,7.1,0.0,0,715.0,1,327.0,10187347362.0,1490816438.0,49.0,2007758
2152,Footnotes,2,3,2,1,85,14/07/2017,2,6.0,0.0,0,,0,0.0,11216236720.0,1302997778.0,28.0,6660
2153,For a Few Bullets,15,6,4,1,115,22/07/2016,5,5.7,0.0,0,,0,100.0,11149116327.0,2953177273.0,42.0,30142
2154,"For a Good Time, Call...",107,1,2,1,85,31/08/2012,1,6.0,0.0,0,,0,262.0,10187347362.0,1490816438.0,46.0,1251749
2155,For a Woman,4,3,1,1,110,02/05/2014,2,6.5,0.0,0,,0,1351.0,10893180888.0,1338281892.0,41.0,32286
2156,For Ahkeem,4,1,3,1,90,13/10/2017,1,8.1,0.0,0,,0,196.0,11216236720.0,50850748.0,47.0,23136
2157,For Colored Girls,2127,1,1,1,133,05/11/2010,1,6.0,0.0,0,50800.0,1,574.0,10639535233.0,1834327761.0,26.0,37729698
2158,For Ellen,3,1,1,0,94,05/09/2012,1,6.0,23100.0,1,,0,744.0,10187347362.0,1490190858.0,43.0,12396
2159,For Greater Glory: The True Story of Cristiada,757,6,1,1,145,01/06/2012,4,6.6,0.0,0,5700.0,1,0.0,10187347362.0,1490190858.0,29.0,5672846
2160,For No Good Reason,21,2,3,1,89,25/04/2014,1,7.0,77000.0,1,,0,570.0,10893180888.0,49307450.0,33.0,67421
2161,For the Bible Tells Me So,15,1,3,0,95,05/10/2007,1,7.9,0.0,0,,0,100.0,9190502983.0,102279769.0,31.0,312751
2162,For the Love of Spock,38,5,3,1,111,09/09/2016,1,7.6,95833.33333,1,,0,463.0,11149116327.0,65052467.0,54.0,80141
2163,The Forbidden Kingdom,3151,1,4,1,104,18/04/2008,1,6.6,50800.0,1,123900.0,1,1244.0,9767268194.0,1481747614.0,34.0,52075270
2164,The Forbidden Room,5,5,2,1,130,07/10/2015,1,6.2,0.0,0,,0,707.0,10354970864.0,1272411206.0,53.0,34404
2165,Force Majeure,68,6,2,1,120,24/10/2014,17,7.3,0.0,0,,0,992.0,10893180888.0,1619719448.0,56.0,1359497
2166,The Forecaster,1,6,3,1,100,27/03/2015,1,6.8,0.0,0,,0,197.0,10354970864.0,88392417.0,33.0,10172
2167,The Foreigner,2515,2,4,1,113,13/10/2017,1,7.3,55900.0,1,59500.0,1,583.0,11216236720.0,2297451379.0,47.0,32693122
2168,The Forest,2509,1,8,1,93,08/01/2016,1,4.8,0.0,0,,0,712.0,11149116327.0,374243647.0,26.0,26594261
2169,Forever Strong,259,1,1,1,112,19/09/2008,1,7.3,0.0,0,,0,1179.0,9767268194.0,1293680617.0,30.0,719556
2170,Forgetting Sarah Marshall,2872,1,2,1,111,18/04/2008,1,7.2,58833.333329999994,1,,0,825.0,9767268194.0,1427703732.0,34.0,63172463
2171,The Forgiveness of Blood,12,1,1,0,109,24/02/2012,52,6.9,0.0,0,,0,730.0,10187347362.0,1490190858.0,29.0,126700
2172,Forks Over Knives,39,1,3,1,90,07/01/2011,1,7.8,0.0,0,,0,198.0,10589599184.0,93825307.0,23.0,739561
2173,Formosa Betrayed,16,1,10,1,103,26/02/2010,1,6.3,0.0,0,,0,259.0,10639535233.0,,22.0,225341
